entity_id,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_033a502726d36ce9,ent_033a502726d36ce9,ent_033a502726d36ce9,关键液压站,关键液压站,关键液压站,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[425],425,"[""eocc_9f80d6dff78e4de5""]",eocc_9f80d6dff78e4de5
ent_034f3a7d2520791a,ent_034f3a7d2520791a,ent_034f3a7d2520791a,液压缸活塞,液压缸活塞,液压缸活塞,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[396],396,"[""eocc_7e457fc821f331a0""]",eocc_7e457fc821f331a0
ent_036aff0bfd860ccc,ent_036aff0bfd860ccc,ent_036aff0bfd860ccc,重大液压事故,重大液压事故,重大液压事故,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[426],426,"[""eocc_6486aa90994ba3af""]",eocc_6486aa90994ba3af
ent_037241c6156a34e2,ent_037241c6156a34e2,ent_037241c6156a34e2,快速接头,快速接头,快速接头,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[421],421,"[""eocc_abd413f9492040eb""]",eocc_abd413f9492040eb
ent_040f994593ef5c2b,ent_040f994593ef5c2b,ent_040f994593ef5c2b,海水,海水,海水,油液对象,油液对象,"[""油液对象""]",油液对象,,{},[418],418,"[""eocc_f68569e5f64e49a0""]",eocc_f68569e5f64e49a0
ent_04162d124aa240d8,ent_04162d124aa240d8,ent_04162d124aa240d8,压力,压力,压力,监测指标,监测指标,"[""监测指标""]",监测指标,,{},"[389, 400, 412, 414, 415, 424]",389|400|412|414|415|424,"[""eocc_16358ee66d098d19"", ""eocc_455de90963098ad0"", ""eocc_5f7321d6731c34f1"", ""eocc_6b8f381ec95e4206"", ""eocc_bb9c6510646d67c9"", ""eocc_fc5c3727dd06b381""]",eocc_16358ee66d098d19|eocc_455de90963098ad0|eocc_5f7321d6731c34f1|eocc_6b8f381ec95e4206|eocc_bb9c6510646d67c9|eocc_fc5c3727dd06b381
ent_045805c69c92a17e,ent_045805c69c92a17e,ent_045805c69c92a17e,液压缸,液压缸,液压缸,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[400],400,"[""eocc_3e84b55ccc15c324""]",eocc_3e84b55ccc15c324
ent_04d4e441dd8c1158,ent_04d4e441dd8c1158,ent_04d4e441dd8c1158,砰砰冲击声,砰砰冲击声,砰砰冲击声,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[406],406,"[""eocc_8159db2adf94fccf""]",eocc_8159db2adf94fccf
ent_04d9a9093d2992ad,ent_04d9a9093d2992ad,ent_04d9a9093d2992ad,断开动力电源,断开动力电源,断开动力电源,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[404],404,"[""eocc_bdfcbc21a3323ee4""]",eocc_bdfcbc21a3323ee4
ent_0562b24d83929a5e,ent_0562b24d83929a5e,ent_0562b24d83929a5e,跑舵,跑舵,跑舵,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[406],406,"[""eocc_789fa2b020decd07""]",eocc_789fa2b020decd07
ent_05cfd732a0ed8871,ent_05cfd732a0ed8871,ent_05cfd732a0ed8871,油箱,油箱,油箱,元件部件,元件部件,"[""元件部件""]",元件部件,,{},"[388, 393, 400, 401, 415, 416]",388|393|400|401|415|416,"[""eocc_16ae2f71bf6c9deb"", ""eocc_443cf6a4a8ea02c0"", ""eocc_5d500778f82d16cd"", ""eocc_77fc6b3dabbbbee7"", ""eocc_7b4ebfa6c6781e2a"", ""eocc_7c3359a837a36826""]",eocc_16ae2f71bf6c9deb|eocc_443cf6a4a8ea02c0|eocc_5d500778f82d16cd|eocc_77fc6b3dabbbbee7|eocc_7b4ebfa6c6781e2a|eocc_7c3359a837a36826
ent_05de1cf985f86360,ent_05de1cf985f86360,ent_05de1cf985f86360,保温层,保温层,保温层,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[395],395,"[""eocc_d2af9d258f4269d0""]",eocc_d2af9d258f4269d0
ent_067b8292f9a90880,ent_067b8292f9a90880,ent_067b8292f9a90880,海风,海风,海风,原因诱因,原因诱因,"[""原因诱因""]",原因诱因,,{},[419],419,"[""eocc_d2530702b5cbe33b""]",eocc_d2530702b5cbe33b
ent_069e20188a04c0b6,ent_069e20188a04c0b6,ent_069e20188a04c0b6,滤器压差,滤器压差,滤器压差,监测指标,监测指标,"[""监测指标""]",监测指标,,{},"[393, 414]",393|414,"[""eocc_7195d48baf607766"", ""eocc_877c4ccc6396357e""]",eocc_7195d48baf607766|eocc_877c4ccc6396357e
ent_06b519cd883a5248,ent_06b519cd883a5248,ent_06b519cd883a5248,趋势分析,趋势分析,趋势分析,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[402],402,"[""eocc_68900ab87e48dcd8""]",eocc_68900ab87e48dcd8
ent_06e14050ce24b453,ent_06e14050ce24b453,ent_06e14050ce24b453,混油,混油,混油,原因诱因,原因诱因,"[""原因诱因""]",原因诱因,,{},[409],409,"[""eocc_9c0bd2d554eba745""]",eocc_9c0bd2d554eba745
ent_06fd4054b1c93b1b,ent_06fd4054b1c93b1b,ent_06fd4054b1c93b1b,外观检查,外观检查,外观检查,检测诊断方法,检测诊断方法,"[""检测诊断方法""]",检测诊断方法,,{},[408],408,"[""eocc_12f9fd08f0a51b55""]",eocc_12f9fd08f0a51b55
ent_071e53eff83c673b,ent_071e53eff83c673b,ent_071e53eff83c673b,油液颜色,油液颜色,油液颜色,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[401],401,"[""eocc_c8625bfb8a0845a1""]",eocc_c8625bfb8a0845a1
ent_076ffcd871400e2e,ent_076ffcd871400e2e,ent_076ffcd871400e2e,液压执行器,液压执行器,液压执行器,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[419],419,"[""eocc_0f064a8c66064d32""]",eocc_0f064a8c66064d32
ent_07cd42e5c1589501,ent_07cd42e5c1589501,ent_07cd42e5c1589501,管夹布置不合理,管夹布置不合理,管夹布置不合理,原因诱因,原因诱因,"[""原因诱因""]",原因诱因,,{},[413],413,"[""eocc_38108850e56641cf""]",eocc_38108850e56641cf
ent_07cf87b0c5555665,ent_07cf87b0c5555665,ent_07cf87b0c5555665,接油盘,接油盘,接油盘,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[404],404,"[""eocc_8a603d4b2c72ec75""]",eocc_8a603d4b2c72ec75
ent_0803de9ad0106583,ent_0803de9ad0106583,ent_0803de9ad0106583,密封材料,密封材料,密封材料,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[391],391,"[""eocc_4b3868f51032bb6d""]",eocc_4b3868f51032bb6d
ent_0820281ca04c884c,ent_0820281ca04c884c,ent_0820281ca04c884c,液压流体脉动,液压流体脉动,液压流体脉动,原因诱因,原因诱因,"[""原因诱因""]",原因诱因,,{},[413],413,"[""eocc_03bae30d0adb8c52""]",eocc_03bae30d0adb8c52
ent_0848b768eebe5848,ent_0848b768eebe5848,ent_0848b768eebe5848,元件拆装,元件拆装,元件拆装,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[393],393,"[""eocc_7168a38f5f1d05bb""]",eocc_7168a38f5f1d05bb
ent_086717bf46ff4500,ent_086717bf46ff4500,ent_086717bf46ff4500,动作曲线观察,动作曲线观察,动作曲线观察,检测诊断方法,检测诊断方法,"[""检测诊断方法""]",检测诊断方法,,{},[412],412,"[""eocc_736c0d870d2a8d41""]",eocc_736c0d870d2a8d41
ent_0884d6f1c884da58,ent_0884d6f1c884da58,ent_0884d6f1c884da58,报警装置,报警装置,报警装置,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[389],389,"[""eocc_ec2b01ff4d035599""]",eocc_ec2b01ff4d035599
ent_088d7409464d8b34,ent_088d7409464d8b34,ent_088d7409464d8b34,密封件,密封件,密封件,元件部件,元件部件,"[""元件部件""]",元件部件,,{},"[388, 390, 394, 398, 404, 408, 421, 424]",388|390|394|398|404|408|421|424,"[""eocc_0019567eae776b65"", ""eocc_19b1435be42a77a2"", ""eocc_2b46ed6807713ab1"", ""eocc_4da96fdb01d12997"", ""eocc_5944a7295976a137"", ""eocc_7fc42e9ee5e144d3"", ""eocc_d515953220ebc8b2"", ""eocc_f9d33112f679b495""]",eocc_0019567eae776b65|eocc_19b1435be42a77a2|eocc_2b46ed6807713ab1|eocc_4da96fdb01d12997|eocc_5944a7295976a137|eocc_7fc42e9ee5e144d3|eocc_d515953220ebc8b2|eocc_f9d33112f679b495
ent_08d080b700fe8b5c,ent_08d080b700fe8b5c,ent_08d080b700fe8b5c,损伤液压缸本体,损伤液压缸本体,损伤液压缸本体,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[411],411,"[""eocc_7c3d689c5d66c768""]",eocc_7c3d689c5d66c768
ent_08d7886a0c995a94,ent_08d7886a0c995a94,ent_08d7886a0c995a94,将执行机构旁路,将执行机构旁路,将执行机构旁路,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[405],405,"[""eocc_27a7d9f00225b0ee""]",eocc_27a7d9f00225b0ee
ent_09aa3658cf141b9a,ent_09aa3658cf141b9a,ent_09aa3658cf141b9a,运动件,运动件,运动件,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[398],398,"[""eocc_fcbd8417e5c9dcf9""]",eocc_fcbd8417e5c9dcf9
ent_0a56763e54eb3789,ent_0a56763e54eb3789,ent_0a56763e54eb3789,压差升高趋势,压差升高趋势,压差升高趋势,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[402],402,"[""eocc_cd0e37610f5acc18""]",eocc_cd0e37610f5acc18
ent_0a9fe243ef3966a1,ent_0a9fe243ef3966a1,ent_0a9fe243ef3966a1,滤芯更换,滤芯更换,滤芯更换,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[402],402,"[""eocc_5266c51e52cab21f""]",eocc_5266c51e52cab21f
ent_0aa9ab843cec6f09,ent_0aa9ab843cec6f09,ent_0aa9ab843cec6f09,保证吸油滤器通畅,保证吸油滤器通畅,保证吸油滤器通畅,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[416],416,"[""eocc_f6a986c832950933""]",eocc_f6a986c832950933
ent_0ab2a0af399bc52d,ent_0ab2a0af399bc52d,ent_0ab2a0af399bc52d,异常磨损,异常磨损,异常磨损,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[400],400,"[""eocc_b14451543f2e89d8""]",eocc_b14451543f2e89d8
ent_0ab57699ad24bb7b,ent_0ab57699ad24bb7b,ent_0ab57699ad24bb7b,保压能力下降,保压能力下降,保压能力下降,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[418],418,"[""eocc_87683027653877a1""]",eocc_87683027653877a1
ent_0b2508a7a9d20e1d,ent_0b2508a7a9d20e1d,ent_0b2508a7a9d20e1d,滤波,滤波,滤波,检测诊断方法,检测诊断方法,"[""检测诊断方法""]",检测诊断方法,,{},[400],400,"[""eocc_6c118fd06d1941d1""]",eocc_6c118fd06d1941d1
ent_0b3aa8fa876cdd68,ent_0b3aa8fa876cdd68,ent_0b3aa8fa876cdd68,温升,温升,温升,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[409],409,"[""eocc_e664430e5a7992c9""]",eocc_e664430e5a7992c9
ent_0b918c0923c7e760,ent_0b918c0923c7e760,ent_0b918c0923c7e760,轻微泄漏,轻微泄漏,轻微泄漏,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[414],414,"[""eocc_1c95db00e0ba1bbf""]",eocc_1c95db00e0ba1bbf
ent_0bf556c896d8e2a6,ent_0bf556c896d8e2a6,ent_0bf556c896d8e2a6,排气,排气,排气,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[405],405,"[""eocc_ec3ca37fd0e51334""]",eocc_ec3ca37fd0e51334
ent_0c021d887b9c667d,ent_0c021d887b9c667d,ent_0c021d887b9c667d,压力不足,压力不足,压力不足,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[410],410,"[""eocc_d5c3293aec8df5c8""]",eocc_d5c3293aec8df5c8
ent_0c6c6e69e683f997,ent_0c6c6e69e683f997,ent_0c6c6e69e683f997,快速测试接头,快速测试接头,快速测试接头,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[422],422,"[""eocc_fd36a6de9d1c57c7""]",eocc_fd36a6de9d1c57c7
ent_0cbc707de3699090,ent_0cbc707de3699090,ent_0cbc707de3699090,压力测试,压力测试,压力测试,检测诊断方法,检测诊断方法,"[""检测诊断方法""]",检测诊断方法,,{},[412],412,"[""eocc_d28dfe2d34470c2a""]",eocc_d28dfe2d34470c2a
ent_0cf8ee0997d4f743,ent_0cf8ee0997d4f743,ent_0cf8ee0997d4f743,混用不同牌号液压油,混用不同牌号液压油,混用不同牌号液压油,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[409],409,"[""eocc_015be39838c7353d""]",eocc_015be39838c7353d
ent_0cffa0704f508fe5,ent_0cffa0704f508fe5,ent_0cffa0704f508fe5,O 形圈,o形圈,O 形圈,元件部件,元件部件,"[""元件部件""]",元件部件,,{},"[408, 421]",408|421,"[""eocc_2e94774e47bbe0b9"", ""eocc_f46d79cc2513e6ea""]",eocc_2e94774e47bbe0b9|eocc_f46d79cc2513e6ea
ent_0d608d9b8d6c124c,ent_0d608d9b8d6c124c,ent_0d608d9b8d6c124c,沉淀,沉淀,沉淀,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[393],393,"[""eocc_b70782160868dc9a""]",eocc_b70782160868dc9a
ent_0e18d1f33784aeca,ent_0e18d1f33784aeca,ent_0e18d1f33784aeca,舱口盖启闭装置,舱口盖启闭装置,舱口盖启闭装置,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[386],386,"[""eocc_867fe2c88fd686e3""]",eocc_867fe2c88fd686e3
ent_0e2ec96a19213921,ent_0e2ec96a19213921,ent_0e2ec96a19213921,监测噪声变化,监测噪声变化,监测噪声变化,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[416],416,"[""eocc_1a534cd97e354663""]",eocc_1a534cd97e354663
ent_0e303179f1b31f12,ent_0e303179f1b31f12,ent_0e303179f1b31f12,回收容器,回收容器,回收容器,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[407],407,"[""eocc_e4793cb22d7f1ff5""]",eocc_e4793cb22d7f1ff5
ent_0e5749a53d1c4529,ent_0e5749a53d1c4529,ent_0e5749a53d1c4529,压力震荡,压力震荡,压力震荡,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[410],410,"[""eocc_ebb85d0f647f7d63""]",eocc_ebb85d0f647f7d63
ent_0e89f376f6b5d59c,ent_0e89f376f6b5d59c,ent_0e89f376f6b5d59c,支路,支路,支路,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[424],424,"[""eocc_4c864f2383eda607""]",eocc_4c864f2383eda607
ent_0f261b0b89140e27,ent_0f261b0b89140e27,ent_0f261b0b89140e27,进气问题,进气问题,进气问题,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[400],400,"[""eocc_644dbffa9ecb71ec""]",eocc_644dbffa9ecb71ec
ent_0f28c3211050d039,ent_0f28c3211050d039,ent_0f28c3211050d039,泵电机过载跳闸,泵电机过载跳闸,泵电机过载跳闸,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[411],411,"[""eocc_ca50ace848c46e43""]",eocc_ca50ace848c46e43
ent_0f2ec58cfc7eff66,ent_0f2ec58cfc7eff66,ent_0f2ec58cfc7eff66,油船,油船,油船,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[419],419,"[""eocc_3c63297008845c07""]",eocc_3c63297008845c07
ent_0f7d218c05600ca0,ent_0f7d218c05600ca0,ent_0f7d218c05600ca0,接线紧固,接线紧固,接线紧固,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[416],416,"[""eocc_ce92b1090e0effb5""]",eocc_ce92b1090e0effb5
ent_0fa8b013d1ae2912,ent_0fa8b013d1ae2912,ent_0fa8b013d1ae2912,脱水,脱水,脱水,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[406],406,"[""eocc_a1437d3ccf082311""]",eocc_a1437d3ccf082311
ent_1013c170326c4055,ent_1013c170326c4055,ent_1013c170326c4055,负载周期性变化,负载周期性变化,负载周期性变化,原因诱因,原因诱因,"[""原因诱因""]",原因诱因,,{},[410],410,"[""eocc_548108ccbb86c784""]",eocc_548108ccbb86c784
ent_1023fa9fa6ee4227,ent_1023fa9fa6ee4227,ent_1023fa9fa6ee4227,温度受控,温度受控,温度受控,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[426],426,"[""eocc_4ecbdcd55035fbe5""]",eocc_4ecbdcd55035fbe5
ent_103496a9ab1fa0ba,ent_103496a9ab1fa0ba,ent_103496a9ab1fa0ba,定期检查,定期检查,定期检查,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[398],398,"[""eocc_4954a9f4b9402eb9""]",eocc_4954a9f4b9402eb9
ent_1072695bed5ab144,ent_1072695bed5ab144,ent_1072695bed5ab144,损伤阀块,损伤阀块,损伤阀块,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[411],411,"[""eocc_d44c38adac7efd13""]",eocc_d44c38adac7efd13
ent_1072fd914c281f62,ent_1072fd914c281f62,ent_1072fd914c281f62,活塞杆清洁,活塞杆清洁,活塞杆清洁,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[419],419,"[""eocc_a750a34758a31d91""]",eocc_a750a34758a31d91
ent_10c9489d5bc8da72,ent_10c9489d5bc8da72,ent_10c9489d5bc8da72,油液污染失控,油液污染失控,油液污染失控,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[402],402,"[""eocc_687593e8dc65e8d1""]",eocc_687593e8dc65e8d1
ent_10eb539059f3724b,ent_10eb539059f3724b,ent_10eb539059f3724b,液压操舵装置,液压操舵装置,液压操舵装置,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[389],389,"[""eocc_92aa8be1ea24e894""]",eocc_92aa8be1ea24e894
ent_10fede86acb21913,ent_10fede86acb21913,ent_10fede86acb21913,防卡滞,防卡滞,防卡滞,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[417],417,"[""eocc_3a8bc46c78df6303""]",eocc_3a8bc46c78df6303
ent_11044e388948d3a6,ent_11044e388948d3a6,ent_11044e388948d3a6,专用废油柜,专用废油柜,专用废油柜,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[407],407,"[""eocc_5f5354f2f8ce8573""]",eocc_5f5354f2f8ce8573
ent_114e29ffa2a848be,ent_114e29ffa2a848be,ent_114e29ffa2a848be,月检,月检,月检,维护活动,维护活动,"[""维护活动""]",维护活动,,{},"[414, 425]",414|425,"[""eocc_01ec65a4904da8ae"", ""eocc_d87481989634094d""]",eocc_01ec65a4904da8ae|eocc_d87481989634094d
ent_116c28a098dc729b,ent_116c28a098dc729b,ent_116c28a098dc729b,回油不畅,回油不畅,回油不畅,原因诱因,原因诱因,"[""原因诱因""]",原因诱因,,{},[411],411,"[""eocc_7fb8e9f51766c7ac""]",eocc_7fb8e9f51766c7ac
ent_11a7526a7620fce6,ent_11a7526a7620fce6,ent_11a7526a7620fce6,泵吸油困难,泵吸油困难,泵吸油困难,故障异常,故障异常,"[""故障异常""]",故障异常,,{},"[392, 394]",392|394,"[""eocc_55f85082b88dba42"", ""eocc_bd6921479758cf09""]",eocc_55f85082b88dba42|eocc_bd6921479758cf09
ent_11d3721680faed3b,ent_11d3721680faed3b,ent_11d3721680faed3b,泵壳,泵壳,泵壳,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[403],403,"[""eocc_d76d23a7b09e4706""]",eocc_d76d23a7b09e4706
ent_11f2f46af3c086ce,ent_11f2f46af3c086ce,ent_11f2f46af3c086ce,回收油,回收油,回收油,油液对象,油液对象,"[""油液对象""]",油液对象,,{},[393],393,"[""eocc_57ec625b284c0dd2""]",eocc_57ec625b284c0dd2
ent_11f53bcb408a34ad,ent_11f53bcb408a34ad,ent_11f53bcb408a34ad,回油,回油,回油,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[424],424,"[""eocc_188dd5cfa1b1ce71""]",eocc_188dd5cfa1b1ce71
ent_1200c8793ad107b5,ent_1200c8793ad107b5,ent_1200c8793ad107b5,配油盘,配油盘,配油盘,元件部件,元件部件,"[""元件部件""]",元件部件,,{},"[405, 410, 413]",405|410|413,"[""eocc_3a0f2ea4e4adccc3"", ""eocc_b02777adfa7ff40f"", ""eocc_fcc9eb3dd705ef1e""]",eocc_3a0f2ea4e4adccc3|eocc_b02777adfa7ff40f|eocc_fcc9eb3dd705ef1e
ent_1228db1d2d2d7a01,ent_1228db1d2d2d7a01,ent_1228db1d2d2d7a01,阀芯间隙,阀芯间隙,阀芯间隙,元件部件,元件部件,"[""元件部件""]",元件部件,,{},[392],392,"[""eocc_6e340ce58d8ca39d""]",eocc_6e340ce58d8ca39d
ent_122b40df95c6f16f,ent_122b40df95c6f16f,ent_122b40df95c6f16f,人员培训,人员培训,人员培训,维护策略制度,维护策略制度,"[""维护策略制度""]",维护策略制度,,{},[422],422,"[""eocc_3eb9c6e147c0321b""]",eocc_3eb9c6e147c0321b
ent_127885511f4dc165,ent_127885511f4dc165,ent_127885511f4dc165,保压能力差,保压能力差,保压能力差,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[410],410,"[""eocc_3b928a789c398873""]",eocc_3b928a789c398873
ent_12bd2a0cafcc422e,ent_12bd2a0cafcc422e,ent_12bd2a0cafcc422e,油质退化,油质退化,油质退化,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[392],392,"[""eocc_0fffff80935b2129""]",eocc_0fffff80935b2129
ent_12eb5848ff60f291,ent_12eb5848ff60f291,ent_12eb5848ff60f291,检查电信号输入,检查电信号输入,检查电信号输入,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[417],417,"[""eocc_f6689cb037d3d10d""]",eocc_f6689cb037d3d10d
ent_12ed6258472b1610,ent_12ed6258472b1610,ent_12ed6258472b1610,压力阀,压力阀,压力阀,元件部件,元件部件,"[""元件部件""]",元件部件,,{},"[388, 417]",388|417,"[""eocc_7918160dbbbd23c4"", ""eocc_9b8453480b5e1df3""]",eocc_7918160dbbbd23c4|eocc_9b8453480b5e1df3
ent_13100664405a5f2f,ent_13100664405a5f2f,ent_13100664405a5f2f,配合间隙超差,配合间隙超差,配合间隙超差,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[405],405,"[""eocc_f80b43c0dca0770c""]",eocc_f80b43c0dca0770c
ent_1313c79516e637ea,ent_1313c79516e637ea,ent_1313c79516e637ea,船舶安全管理体系,船舶安全管理体系,船舶安全管理体系,维护策略制度,维护策略制度,"[""维护策略制度""]",维护策略制度,,{},[425],425,"[""eocc_2628850a61eb7e0d""]",eocc_2628850a61eb7e0d
ent_1337cb9508654365,ent_1337cb9508654365,ent_1337cb9508654365,位移,位移,位移,监测指标,监测指标,"[""监测指标""]",监测指标,,{},"[389, 424]",389|424,"[""eocc_984c253870e34a7e"", ""eocc_9b650860fccee91c""]",eocc_984c253870e34a7e|eocc_9b650860fccee91c
ent_1343c864801a586c,ent_1343c864801a586c,ent_1343c864801a586c,特殊作业,特殊作业,特殊作业,系统设备,系统设备,"[""系统设备""]",系统设备,,{},[426],426,"[""eocc_2e8a0c268161dd2f""]",eocc_2e8a0c268161dd2f
ent_1366755d4ccd91b2,ent_1366755d4ccd91b2,ent_1366755d4ccd91b2,检修组织,检修组织,检修组织,维护活动,维护活动,"[""维护活动""]",维护活动,,{},[422],422,"[""eocc_f3ee991f74ae8673""]",eocc_f3ee991f74ae8673
ent_13cfc18e7b2581ff,ent_13cfc18e7b2581ff,ent_13cfc18e7b2581ff,在线监测系统,在线监测系统,在线监测系统,检测诊断方法,检测诊断方法,"[""检测诊断方法""]",检测诊断方法,,{},[424],424,"[""eocc_3933acc699e550a6""]",eocc_3933acc699e550a6
