:START_ID(Entity-ID),:END_ID(Observation-ID),:TYPE
ent_00b5eb72aadb3c14,obs_ba671243ef16,HAS_OBSERVATION
ent_00b5eb72aadb3c14,obs_bbf62e6dbc10,HAS_OBSERVATION
ent_00b5eb72aadb3c14,obs_c1d1abdb9f2d,HAS_OBSERVATION
ent_00b5eb72aadb3c14,obs_ce5e448d8026,HAS_OBSERVATION
ent_00b5eb72aadb3c14,obs_eda48b5c28ac,HAS_OBSERVATION
ent_00b5eb72aadb3c14,obs_f448f6be5684,HAS_OBSERVATION
ent_00b5eb72aadb3c14,obs_faff2055619d,HAS_OBSERVATION
ent_01129687df330596,obs_afaa4154899f,HAS_OBSERVATION
ent_012a6c05e4d921ce,obs_7e152ae678c6,HAS_OBSERVATION
ent_012a6c05e4d921ce,obs_a9e1b3f80120,HAS_OBSERVATION
ent_015aaf8494136575,obs_724915be72d2,HAS_OBSERVATION
ent_019a3c16974eac7d,obs_0f860f8cc821,HAS_OBSERVATION
ent_019a3c16974eac7d,obs_7abe3073094a,HAS_OBSERVATION
ent_0210d9efebdce7f2,obs_5325108d51bf,HAS_OBSERVATION
ent_021e94630e77dcc2,obs_901f9ba5c65d,HAS_OBSERVATION
ent_0228247d5d96544b,obs_2b48398fa6a0,HAS_OBSERVATION
ent_0228247d5d96544b,obs_ef6e35b1681f,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_050470ccba77,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_27e618c0dbaa,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_68df38a1fa25,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_6b4111c82437,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_75ca6e71d183,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_8df9673ee749,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_8e25eb1e92f9,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_a98fd82bcb59,HAS_OBSERVATION
ent_02436c4f3cd2c89d,obs_d9f088429f6b,HAS_OBSERVATION
ent_0276af44cebed301,obs_04e87b4532bc,HAS_OBSERVATION
ent_0276af44cebed301,obs_e8419a511804,HAS_OBSERVATION
ent_02870938a3c7e7be,obs_0643e81e32c5,HAS_OBSERVATION
ent_02870938a3c7e7be,obs_99a08416f2f0,HAS_OBSERVATION
ent_0288a87acf74c72d,obs_98092d05f0c5,HAS_OBSERVATION
ent_02c28aa2680bd462,obs_8b1fdd81872e,HAS_OBSERVATION
ent_02f9092bcf02521f,obs_f63b4c8fe8ec,HAS_OBSERVATION
ent_03139763483a286e,obs_e0235ea2c26c,HAS_OBSERVATION
ent_038802c6c8d34fe2,obs_bbdd978cf2c0,HAS_OBSERVATION
ent_0388098d54e84545,obs_2ea3bc6519ee,HAS_OBSERVATION
ent_0388098d54e84545,obs_4453fbf3eb36,HAS_OBSERVATION
ent_0388098d54e84545,obs_4ab3c7ab4d86,HAS_OBSERVATION
ent_0388098d54e84545,obs_77320a23f2b5,HAS_OBSERVATION
ent_0388098d54e84545,obs_c9b8dfcfd0c1,HAS_OBSERVATION
ent_03bcf879ab755cd4,obs_5ac04f72fbfd,HAS_OBSERVATION
ent_041e094ed62f10d2,obs_23f3af088ded,HAS_OBSERVATION
ent_041e094ed62f10d2,obs_29a31177df23,HAS_OBSERVATION
ent_041e094ed62f10d2,obs_2b6b0c59b546,HAS_OBSERVATION
ent_041e094ed62f10d2,obs_5efb1a320d1e,HAS_OBSERVATION
ent_041e094ed62f10d2,obs_c1bcd7914a97,HAS_OBSERVATION
ent_041e094ed62f10d2,obs_cff632c746af,HAS_OBSERVATION
ent_047a22c4327479a4,obs_c919f723055b,HAS_OBSERVATION
ent_047a22c4327479a4,obs_f78b5deebda8,HAS_OBSERVATION
ent_04cd2af98543499a,obs_0057b9a526be,HAS_OBSERVATION
ent_04cd2af98543499a,obs_2d6c98745de2,HAS_OBSERVATION
ent_04dd600be9eafc3b,obs_3b960eeadf13,HAS_OBSERVATION
ent_04ee399e95bfb166,obs_5978881ec1f2,HAS_OBSERVATION
ent_04ee399e95bfb166,obs_71302c1dfde2,HAS_OBSERVATION
ent_04ee399e95bfb166,obs_71c766ff18d9,HAS_OBSERVATION
ent_04ee399e95bfb166,obs_c97b4b9ec284,HAS_OBSERVATION
ent_04ee399e95bfb166,obs_ffcb8644d530,HAS_OBSERVATION
ent_050c5f117d914bef,obs_bb8780494173,HAS_OBSERVATION
ent_0519624acb43ac50,obs_310db91dad3d,HAS_OBSERVATION
ent_0519624acb43ac50,obs_bdcad440d652,HAS_OBSERVATION
ent_0519624acb43ac50,obs_dca57705cd15,HAS_OBSERVATION
ent_054cbc3dc7572149,obs_3bf2aa8c5482,HAS_OBSERVATION
ent_054cbc3dc7572149,obs_a5f30a893e5f,HAS_OBSERVATION
ent_056309e9647e5144,obs_20658a5008a8,HAS_OBSERVATION
ent_056309e9647e5144,obs_53b5171e4608,HAS_OBSERVATION
ent_056309e9647e5144,obs_df36da599932,HAS_OBSERVATION
ent_05c449fdbf72346a,obs_7cd89cac4237,HAS_OBSERVATION
ent_05c449fdbf72346a,obs_9dde09a62013,HAS_OBSERVATION
ent_05f638af655fdc76,obs_55477c764111,HAS_OBSERVATION
ent_05f638af655fdc76,obs_b2f08a3f4261,HAS_OBSERVATION
ent_0612ac996173078a,obs_1b3acbd976fa,HAS_OBSERVATION
ent_0612ac996173078a,obs_832074d10c84,HAS_OBSERVATION
ent_0612ac996173078a,obs_8d1b7af89f93,HAS_OBSERVATION
ent_0612ac996173078a,obs_c3b6da364755,HAS_OBSERVATION
ent_06958601b6f393a6,obs_1fd65de604b8,HAS_OBSERVATION
ent_070f6dd6f1c6f001,obs_4e77ca9ccd2a,HAS_OBSERVATION
ent_072ddfdc9f382cf2,obs_0e7b3a2b0fa9,HAS_OBSERVATION
ent_072ddfdc9f382cf2,obs_5dff03cefa22,HAS_OBSERVATION
ent_072ddfdc9f382cf2,obs_864ae0e77631,HAS_OBSERVATION
ent_072ddfdc9f382cf2,obs_a7f7c4861e59,HAS_OBSERVATION
ent_072ddfdc9f382cf2,obs_c3ca0e320a16,HAS_OBSERVATION
ent_07313b4c380d2325,obs_7753b2a9cb6c,HAS_OBSERVATION
ent_076261799ed2e6bf,obs_2f83f8e58d3b,HAS_OBSERVATION
ent_076261799ed2e6bf,obs_33e8ee1bc011,HAS_OBSERVATION
ent_076261799ed2e6bf,obs_416e352c69b0,HAS_OBSERVATION
ent_076261799ed2e6bf,obs_6f48491a6836,HAS_OBSERVATION
ent_076261799ed2e6bf,obs_d038611bdc37,HAS_OBSERVATION
ent_081bfce9b59cfeda,obs_68777bf53a51,HAS_OBSERVATION
ent_081bfce9b59cfeda,obs_840e45a600ad,HAS_OBSERVATION
ent_084d581f3d7c807d,obs_78055bd3ccc3,HAS_OBSERVATION
ent_086357aacb19f812,obs_8541ccd2c9dc,HAS_OBSERVATION
ent_086357aacb19f812,obs_cb6befef3993,HAS_OBSERVATION
ent_092b53d455ac2241,obs_ffc2bf8fe309,HAS_OBSERVATION
ent_094f5bfcfd3149aa,obs_90aa85339788,HAS_OBSERVATION
ent_094f5bfcfd3149aa,obs_ea0d79aab8c6,HAS_OBSERVATION
ent_095b28a36c45562a,obs_b9be0248680f,HAS_OBSERVATION
ent_09be7d293c240a0e,obs_c7f7d840505a,HAS_OBSERVATION
ent_09c305337e4a3bd1,obs_0fbab842b9f9,HAS_OBSERVATION
ent_09dd813673cb00a5,obs_687db1ff527d,HAS_OBSERVATION
ent_09dd813673cb00a5,obs_dd3892402bc5,HAS_OBSERVATION
ent_09dd813673cb00a5,obs_e3235e3ed742,HAS_OBSERVATION
ent_09f3c70fb8a70fd1,obs_a8acbac53205,HAS_OBSERVATION
ent_09feb164e8e64dd8,obs_8aba0de17d06,HAS_OBSERVATION
ent_09feb164e8e64dd8,obs_a562378c4f5f,HAS_OBSERVATION
ent_0a24e6d5391a8078,obs_2e7e7dc36fdc,HAS_OBSERVATION
ent_0a24e6d5391a8078,obs_cfafb098ef99,HAS_OBSERVATION
ent_0a24e6d5391a8078,obs_f1b10cd57982,HAS_OBSERVATION
ent_0a3a72965f6ad883,obs_2993efaa6ad5,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_09a11c736c41,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_25d17b60f038,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_4ac6f301317b,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_5336c687a513,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_5385d1201142,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_61d9aeb9595c,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_6979e71bba78,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_7d1e05379a43,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_7fc2af499dc2,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_a2e7a591aa5a,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_b58e14cafb4a,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_ca7b18439520,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_f3c9d55f1457,HAS_OBSERVATION
ent_0a6c17933faa6ed2,obs_fb1abcb36356,HAS_OBSERVATION
ent_0ab63244bee5c3bc,obs_1172702bf9e3,HAS_OBSERVATION
ent_0ab63244bee5c3bc,obs_3a2c46cf9283,HAS_OBSERVATION
ent_0af691989e3fe650,obs_81657ad4d830,HAS_OBSERVATION
ent_0af691989e3fe650,obs_e06bf18f7bee,HAS_OBSERVATION
ent_0bdcce432aad38e1,obs_66338696e308,HAS_OBSERVATION
ent_0bdcce432aad38e1,obs_721cea78fb0c,HAS_OBSERVATION
ent_0bdcce432aad38e1,obs_8ed295c5601a,HAS_OBSERVATION
ent_0bdcce432aad38e1,obs_dd9cc8722f6c,HAS_OBSERVATION
ent_0bf852ab7ad7d6e4,obs_bd294da813c5,HAS_OBSERVATION
ent_0c35b40db069e251,obs_3640be5d95f6,HAS_OBSERVATION
ent_0c35b40db069e251,obs_70b219534e40,HAS_OBSERVATION
ent_0c74a21a8472c0f0,obs_29e5f5cabf44,HAS_OBSERVATION
ent_0c74a21a8472c0f0,obs_3550b77e1032,HAS_OBSERVATION
ent_0c74a21a8472c0f0,obs_4518a77c6066,HAS_OBSERVATION
ent_0cae76329159fac1,obs_4c3c82bc0ecc,HAS_OBSERVATION
ent_0ce4419bdca4f03b,obs_bad9154a4a6d,HAS_OBSERVATION
ent_0ce4419bdca4f03b,obs_ca126c19d890,HAS_OBSERVATION
ent_0cef80e1e193c8d4,obs_1c9c19d79d4d,HAS_OBSERVATION
ent_0cff69ed26e9ceb6,obs_012f380c9c21,HAS_OBSERVATION
ent_0cff69ed26e9ceb6,obs_05da589c8a6f,HAS_OBSERVATION
ent_0cff69ed26e9ceb6,obs_6a1394f5ebf4,HAS_OBSERVATION
ent_0cff69ed26e9ceb6,obs_9e67f9b514fe,HAS_OBSERVATION
ent_0cff69ed26e9ceb6,obs_e76840828303,HAS_OBSERVATION
ent_0de6c51c46f84833,obs_be67418d691b,HAS_OBSERVATION
ent_0de6c51c46f84833,obs_c636e2f02986,HAS_OBSERVATION
ent_0e190580b1d718b4,obs_61b18ca11d34,HAS_OBSERVATION
ent_0e190580b1d718b4,obs_ac254f47687d,HAS_OBSERVATION
ent_0e190580b1d718b4,obs_e957504768f4,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_067aed391cb7,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_0a221a918e0b,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_0afc921171c6,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_116b7a65880a,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_1801c45eb0cc,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_1e6dfb848417,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_21859360efdc,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_50079a54c169,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_5107c0e86768,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_522f29f7fc36,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_57f87ee190be,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_630aa6cf59f3,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_6619c661c50b,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_8ea344f28854,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_8ef750739569,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_921d14484392,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_95d6aaf9c161,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_9a4925552bcf,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_9e75e5ebb290,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_b55c636c35cf,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_b9fc11ef423c,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_c94494f854c7,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_d53adc833bd5,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_d821ef4772ec,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_d8b1278dc474,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_e51b605fcdc5,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_eb754c915f5d,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_f87c3cd9d48f,HAS_OBSERVATION
ent_0e1a542a535f13bf,obs_fb5a8d703342,HAS_OBSERVATION
ent_0e35b0fd034c9469,obs_45eef72b3b3a,HAS_OBSERVATION
ent_0e35b0fd034c9469,obs_9825f896328f,HAS_OBSERVATION
ent_0e40e3c964531078,obs_35815a62dff8,HAS_OBSERVATION
ent_0e937c0f32579bbc,obs_bc1053d9c9a9,HAS_OBSERVATION
ent_0ebab96bc3ba6d3c,obs_aa511384451d,HAS_OBSERVATION
ent_0ebab96bc3ba6d3c,obs_abd2d712d357,HAS_OBSERVATION
ent_0ec1c61bb7bbace4,obs_4961dfe59617,HAS_OBSERVATION
ent_0f2d39bdf1e3432b,obs_573ec0328009,HAS_OBSERVATION
ent_0f2d39bdf1e3432b,obs_7fcf5947b8f6,HAS_OBSERVATION
ent_0f465e21bd5db59f,obs_18e65c43695d,HAS_OBSERVATION
ent_0f465e21bd5db59f,obs_9d4233b0b089,HAS_OBSERVATION
ent_0f5342c540032561,obs_f512b80a49f9,HAS_OBSERVATION
ent_0f7334a7ae8ff0b5,obs_26ffe9e8f623,HAS_OBSERVATION
ent_0f7334a7ae8ff0b5,obs_4cd90001a4de,HAS_OBSERVATION
ent_0f7334a7ae8ff0b5,obs_f75807caf163,HAS_OBSERVATION
ent_0f8e1af92977945b,obs_310d4c2628ba,HAS_OBSERVATION
ent_0f8e1af92977945b,obs_79adf95787dd,HAS_OBSERVATION
ent_0fba104feb97a03c,obs_27de06a023d1,HAS_OBSERVATION
ent_0fba104feb97a03c,obs_b7415e69e876,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_27660203ca9a,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_62eaffc57fc5,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_6a0d896c8b3b,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_906011667db6,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_955ba2a42bea,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_9dc80573e87c,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_a5655b2b0205,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_a84632aca4a2,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_aa7cead4e29b,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_c51e47ba8881,HAS_OBSERVATION
ent_101b52a53597a1c1,obs_e187cf61078a,HAS_OBSERVATION
ent_10c43f0a50063fac,obs_88e5d8d71052,HAS_OBSERVATION
ent_10c43f0a50063fac,obs_b3d578a8d344,HAS_OBSERVATION
ent_10c43f0a50063fac,obs_d0b9913ef13b,HAS_OBSERVATION
ent_10f631cc5e7083e1,obs_c8682cc53c94,HAS_OBSERVATION
ent_10fd33f108385039,obs_11ada58bb894,HAS_OBSERVATION
ent_10ffac38751824e7,obs_2d8b4e13ae59,HAS_OBSERVATION
ent_10ffac38751824e7,obs_752889bcc4f0,HAS_OBSERVATION
ent_116775e69644c7bf,obs_852c6128019d,HAS_OBSERVATION
ent_116775e69644c7bf,obs_f77bf05d20a6,HAS_OBSERVATION
ent_1192ed093fe16754,obs_4bbf3fca4115,HAS_OBSERVATION
ent_1192ed093fe16754,obs_b619f6d17586,HAS_OBSERVATION
ent_11ac77055870b10c,obs_5b58852ea5f8,HAS_OBSERVATION
ent_11d51334c70f2ca0,obs_a0df5d199647,HAS_OBSERVATION
ent_11d51334c70f2ca0,obs_d4ae65d2f515,HAS_OBSERVATION
ent_11d51334c70f2ca0,obs_dfd3bbd51847,HAS_OBSERVATION
ent_11da36588a7c5d73,obs_23a94a60d1fe,HAS_OBSERVATION
ent_11da36588a7c5d73,obs_23ff78af18ed,HAS_OBSERVATION
ent_120abf669c90d48d,obs_0330515fa7fd,HAS_OBSERVATION
ent_120abf669c90d48d,obs_34e3616ee3d9,HAS_OBSERVATION
ent_12201932b9338482,obs_0de22241c5e1,HAS_OBSERVATION
ent_12201932b9338482,obs_19eb5e7c7eaf,HAS_OBSERVATION
ent_12201932b9338482,obs_659d3d7fe9a3,HAS_OBSERVATION
ent_125d4ba8ba49b06a,obs_98e67875dd06,HAS_OBSERVATION
ent_125d4ba8ba49b06a,obs_d14074bc311a,HAS_OBSERVATION
ent_12881d32bc7b34bb,obs_49032aeef1c9,HAS_OBSERVATION
ent_12881d32bc7b34bb,obs_65e804a1cbaa,HAS_OBSERVATION
ent_129a0183c9b3302d,obs_7a58cf0ae1d8,HAS_OBSERVATION
ent_129a0183c9b3302d,obs_b38fea429095,HAS_OBSERVATION
ent_12a337331541ece3,obs_4f3470262dcc,HAS_OBSERVATION
ent_1305b375df093b8a,obs_0a392c024884,HAS_OBSERVATION
ent_1305b375df093b8a,obs_0bde976156e8,HAS_OBSERVATION
ent_1305b375df093b8a,obs_1942140df6a9,HAS_OBSERVATION
ent_1305b375df093b8a,obs_1b61bd83cb9e,HAS_OBSERVATION
ent_1305b375df093b8a,obs_494a970da389,HAS_OBSERVATION
ent_1305b375df093b8a,obs_64ba68639f0c,HAS_OBSERVATION
ent_1305b375df093b8a,obs_6528005b7c0e,HAS_OBSERVATION
ent_1305b375df093b8a,obs_80a1a5d3b898,HAS_OBSERVATION
ent_1305b375df093b8a,obs_a58c667bd88e,HAS_OBSERVATION
ent_1305b375df093b8a,obs_aedc66b37a1a,HAS_OBSERVATION
ent_1305b375df093b8a,obs_bb0f7c19ad08,HAS_OBSERVATION
ent_1305b375df093b8a,obs_cb908cbf6c4a,HAS_OBSERVATION
ent_13a82da1ac1a8273,obs_4fb3b91d3957,HAS_OBSERVATION
ent_13a82da1ac1a8273,obs_99b9bba15115,HAS_OBSERVATION
ent_14176a6ca921ce5f,obs_87f2d13ea0ee,HAS_OBSERVATION
ent_142db24bf06713a1,obs_add7b04689fd,HAS_OBSERVATION
ent_14330bfe1ceb7afc,obs_22692f5be883,HAS_OBSERVATION
ent_14330bfe1ceb7afc,obs_8e52d1cdb0ca,HAS_OBSERVATION
ent_1497ad3a2abc6d35,obs_984b7e63c268,HAS_OBSERVATION
ent_14f0ed08129ed82f,obs_36319a0fe75f,HAS_OBSERVATION
ent_151a5da6f886691e,obs_055695c2cf8a,HAS_OBSERVATION
ent_155726755704081e,obs_43d750ec83bf,HAS_OBSERVATION
ent_155726755704081e,obs_61ba24c03548,HAS_OBSERVATION
ent_155726755704081e,obs_7868967a5703,HAS_OBSERVATION
ent_158ea23d558a7afc,obs_307d606e5295,HAS_OBSERVATION
ent_167f875dded14623,obs_047cef3644e2,HAS_OBSERVATION
ent_167f875dded14623,obs_5c87ce928fe8,HAS_OBSERVATION
ent_167f875dded14623,obs_abf2cae8666b,HAS_OBSERVATION
ent_16873934a41ac7a2,obs_dfdd9077e5e7,HAS_OBSERVATION
ent_16b0f7ba006ec40c,obs_2f55d3b76a95,HAS_OBSERVATION
ent_16b0f7ba006ec40c,obs_a1b0e238c56e,HAS_OBSERVATION
ent_16b0f7ba006ec40c,obs_bd61fbaa0e20,HAS_OBSERVATION
ent_16d3508a9bc19389,obs_3d8146005876,HAS_OBSERVATION
ent_16d3508a9bc19389,obs_ba649b89d57c,HAS_OBSERVATION
ent_16e37ef03d6594d0,obs_40a8a5afbb83,HAS_OBSERVATION
ent_16e37ef03d6594d0,obs_45763132b22f,HAS_OBSERVATION
ent_16e37ef03d6594d0,obs_a43230c458ba,HAS_OBSERVATION
ent_16e37ef03d6594d0,obs_aa9d8decdc13,HAS_OBSERVATION
ent_16e37ef03d6594d0,obs_ca3fe866e42f,HAS_OBSERVATION
ent_17582944bd584c2b,obs_433fb9f7265c,HAS_OBSERVATION
ent_17582944bd584c2b,obs_732a2691608b,HAS_OBSERVATION
ent_17582944bd584c2b,obs_a6a8bea3d806,HAS_OBSERVATION
ent_17582944bd584c2b,obs_a7eddd351cc8,HAS_OBSERVATION
ent_17582944bd584c2b,obs_f7b09f72f4e6,HAS_OBSERVATION
ent_175f01386c668e46,obs_cb8ecd26894e,HAS_OBSERVATION
ent_1781f61e9579d13e,obs_2b759e4ecedc,HAS_OBSERVATION
ent_1781f61e9579d13e,obs_2fc512aff8d2,HAS_OBSERVATION
ent_1781f61e9579d13e,obs_3a659d1971b4,HAS_OBSERVATION
ent_1781f61e9579d13e,obs_991d89b4bd5f,HAS_OBSERVATION
ent_178cab299c13848f,obs_034997f3caf7,HAS_OBSERVATION
ent_178cab299c13848f,obs_0c33ba76378d,HAS_OBSERVATION
ent_178cab299c13848f,obs_1563dd277fa4,HAS_OBSERVATION
ent_178cab299c13848f,obs_1fd1c882c228,HAS_OBSERVATION
ent_178cab299c13848f,obs_7d5ce70e9f0c,HAS_OBSERVATION
ent_178cab299c13848f,obs_9d50e4bf63f3,HAS_OBSERVATION
ent_178cab299c13848f,obs_b226a74414db,HAS_OBSERVATION
ent_178cab299c13848f,obs_be4410d3f1c2,HAS_OBSERVATION
ent_18058b3a177ff7f8,obs_9ccf5c6c8057,HAS_OBSERVATION
ent_18a128b5499fe6cb,obs_bd94209009e8,HAS_OBSERVATION
ent_18df72166cbf63cf,obs_95f2e6ff34c2,HAS_OBSERVATION
ent_19237db1bbc8f302,obs_4d201784e75a,HAS_OBSERVATION
ent_19237db1bbc8f302,obs_87ed953e31b0,HAS_OBSERVATION
ent_195e0a17b60ccbc8,obs_feeb0723e8a8,HAS_OBSERVATION
ent_1992d035d9748351,obs_4f01d6ffc6f6,HAS_OBSERVATION
ent_1992d035d9748351,obs_d97050783268,HAS_OBSERVATION
ent_199bfee447df4803,obs_0f4eb6338c47,HAS_OBSERVATION
ent_199bfee447df4803,obs_14493d535396,HAS_OBSERVATION
ent_199bfee447df4803,obs_1b582878c38f,HAS_OBSERVATION
ent_199bfee447df4803,obs_1f75fc6a31b5,HAS_OBSERVATION
ent_199bfee447df4803,obs_3a31c3f92cde,HAS_OBSERVATION
ent_199bfee447df4803,obs_3c18ebbb6bc8,HAS_OBSERVATION
ent_199bfee447df4803,obs_46bfd0929440,HAS_OBSERVATION
ent_199bfee447df4803,obs_5013a7e05d76,HAS_OBSERVATION
ent_199bfee447df4803,obs_554d9301e914,HAS_OBSERVATION
ent_199bfee447df4803,obs_6c8b4d8eab4b,HAS_OBSERVATION
ent_199bfee447df4803,obs_767250462213,HAS_OBSERVATION
ent_199bfee447df4803,obs_7a5efa19f40b,HAS_OBSERVATION
ent_199bfee447df4803,obs_8e27283dd9c7,HAS_OBSERVATION
ent_199bfee447df4803,obs_c46a8ad050ba,HAS_OBSERVATION
ent_199bfee447df4803,obs_d53fa6e9a697,HAS_OBSERVATION
ent_199bfee447df4803,obs_d8648482a35d,HAS_OBSERVATION
ent_199bfee447df4803,obs_eaa5c1275dd3,HAS_OBSERVATION
ent_199bfee447df4803,obs_f5d8bcd5468f,HAS_OBSERVATION
ent_19a7d79d26e65168,obs_1d09b95eb371,HAS_OBSERVATION
ent_19a7d79d26e65168,obs_3b4082f6c387,HAS_OBSERVATION
ent_19a7d79d26e65168,obs_92ff86462a6d,HAS_OBSERVATION
ent_19a7d79d26e65168,obs_a52791a7c0f5,HAS_OBSERVATION
ent_19a7d79d26e65168,obs_b939edaf5c00,HAS_OBSERVATION
ent_19a7d79d26e65168,obs_dba5a455752f,HAS_OBSERVATION
ent_19a7d79d26e65168,obs_eda2a99d8a83,HAS_OBSERVATION
ent_19c787e01db99bb3,obs_2e75eff1d4da,HAS_OBSERVATION
ent_19c787e01db99bb3,obs_38f8aaca567c,HAS_OBSERVATION
ent_19c787e01db99bb3,obs_bdf1eca920dd,HAS_OBSERVATION
