entity_id,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_03ce62b7e90f4d08,ent_03ce62b7e90f4d08,ent_03ce62b7e90f4d08,活塞,活塞,活塞,机电对象,机电对象,"[""机电对象""]",机电对象,,{},"[430, 431, 432, 449]",430|431|432|449,"[""eocc_1cecf933198a5d57"", ""eocc_2c21bb9ed13596dd"", ""eocc_78c7fb6e86d3722a"", ""eocc_e6b37c97fe28835a""]",eocc_1cecf933198a5d57|eocc_2c21bb9ed13596dd|eocc_78c7fb6e86d3722a|eocc_e6b37c97fe28835a
ent_03d631fb62aeb2b6,ent_03d631fb62aeb2b6,ent_03d631fb62aeb2b6,材料选型,材料选型,材料选型,预防管理策略,预防管理策略,"[""预防管理策略""]",预防管理策略,,{},[451],451,"[""eocc_37ee5de066da5cad""]",eocc_37ee5de066da5cad
ent_041adbff7367a8d3,ent_041adbff7367a8d3,ent_041adbff7367a8d3,安保与报警控制系统,安保与报警控制系统,安保与报警控制系统,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[427],427,"[""eocc_03214af0c96d90d4""]",eocc_03214af0c96d90d4
ent_0631fe42b5b5605b,ent_0631fe42b5b5605b,ent_0631fe42b5b5605b,不对中,不对中,不对中,故障类型,故障类型,"[""故障类型""]",故障类型,,{},[434],434,"[""eocc_0af845578b91b6e6""]",eocc_0af845578b91b6e6
ent_06356a3b1734a406,ent_06356a3b1734a406,ent_06356a3b1734a406,舵角响应迟缓,舵角响应迟缓,舵角响应迟缓,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[447],447,"[""eocc_50a857d5f5be6fef""]",eocc_50a857d5f5be6fef
ent_066591cdfd0833c9,ent_066591cdfd0833c9,ent_066591cdfd0833c9,气缸盖,气缸盖,气缸盖,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[433],433,"[""eocc_1024663dcdcef658""]",eocc_1024663dcdcef658
ent_075ffd892b853233,ent_075ffd892b853233,ent_075ffd892b853233,润滑中断,润滑中断,润滑中断,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[431],431,"[""eocc_7c52375e9190d862""]",eocc_7c52375e9190d862
ent_07db4dc971c95ef4,ent_07db4dc971c95ef4,ent_07db4dc971c95ef4,故障树,故障树,故障树,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[450],450,"[""eocc_2a5598ec8a026b26""]",eocc_2a5598ec8a026b26
ent_080cdd77c70242d7,ent_080cdd77c70242d7,ent_080cdd77c70242d7,局部过热,局部过热,局部过热,故障现象,故障现象,"[""故障现象""]",故障现象,,{},"[431, 433]",431|433,"[""eocc_0c0e7f3c021ffdc9"", ""eocc_f345d26e26aa31d3""]",eocc_0c0e7f3c021ffdc9|eocc_f345d26e26aa31d3
ent_083465913eb71667,ent_083465913eb71667,ent_083465913eb71667,等待指示灯熄灭,等待指示灯熄灭,等待指示灯熄灭,预防管理策略,预防管理策略,"[""预防管理策略""]",预防管理策略,,"{""时间要求"": ""10 至 15 分钟""}",[439],439,"[""eocc_d7c3d2dddbc6aa11""]",eocc_d7c3d2dddbc6aa11
ent_0836433d8f7c8747,ent_0836433d8f7c8747,ent_0836433d8f7c8747,气门杆,气门杆,气门杆,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[431],431,"[""eocc_5eeb57530c9c9980""]",eocc_5eeb57530c9c9980
ent_085a199e2e7ede13,ent_085a199e2e7ede13,ent_085a199e2e7ede13,信号受到电磁干扰而失真,信号受到电磁干扰而失真,信号受到电磁干扰而失真,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[441],441,"[""eocc_90a145233245e27d""]",eocc_90a145233245e27d
ent_08678e4e736ac0ff,ent_08678e4e736ac0ff,ent_08678e4e736ac0ff,电气因素,电气因素,电气因素,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[427],427,"[""eocc_ea4702e0b2b0ee6d""]",eocc_ea4702e0b2b0ee6d
ent_08792289d96a9cf8,ent_08792289d96a9cf8,ent_08792289d96a9cf8,AXIAL VIBRATION H 红灯亮起,axialvibrationh红灯亮起,AXIAL VIBRATION H 红灯亮起,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[442],442,"[""eocc_78e03630ea3276fb""]",eocc_78e03630ea3276fb
ent_088f7488061f072e,ent_088f7488061f072e,ent_088f7488061f072e,油轮,油轮,油轮,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[429],429,"[""eocc_60e21721965b479f""]",eocc_60e21721965b479f
ent_08ebdd3384296752,ent_08ebdd3384296752,ent_08ebdd3384296752,逆功率继电器整定异常,逆功率继电器整定异常,逆功率继电器整定异常,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[436],436,"[""eocc_9d39bc5b6222a019""]",eocc_9d39bc5b6222a019
ent_08f64f0f07a99853,ent_08f64f0f07a99853,ent_08f64f0f07a99853,冷却介质带走热量的能力下降,冷却介质带走热量的能力下降,冷却介质带走热量的能力下降,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[433],433,"[""eocc_170f2e4e6aac561e""]",eocc_170f2e4e6aac561e
ent_097ee80622c3be6b,ent_097ee80622c3be6b,ent_097ee80622c3be6b,老化的密封圈,老化的密封圈,老化的密封圈,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[451],451,"[""eocc_f15d6063cbe293d8""]",eocc_f15d6063cbe293d8
ent_0a3b470507c09a09,ent_0a3b470507c09a09,ent_0a3b470507c09a09,检查控制水滤器和电磁阀状态,检查控制水滤器和电磁阀状态,检查控制水滤器和电磁阀状态,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[440],440,"[""eocc_7cb6eef9f94f6f6b""]",eocc_7cb6eef9f94f6f6b
ent_0afc13279fa85db0,ent_0afc13279fa85db0,ent_0afc13279fa85db0,活塞环槽,活塞环槽,活塞环槽,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[431],431,"[""eocc_5b21178a7de9aeae""]",eocc_5b21178a7de9aeae
ent_0afc1a36d5f60bc2,ent_0afc1a36d5f60bc2,ent_0afc1a36d5f60bc2,传感器反馈失真,传感器反馈失真,传感器反馈失真,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[427],427,"[""eocc_3a799d9ad4f0cd40""]",eocc_3a799d9ad4f0cd40
ent_0b0bf694e4ce6621,ent_0b0bf694e4ce6621,ent_0b0bf694e4ce6621,振动频谱图,振动频谱图,振动频谱图,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[435],435,"[""eocc_f94b7ef362140252""]",eocc_f94b7ef362140252
ent_0b172104a71dda4f,ent_0b172104a71dda4f,ent_0b172104a71dda4f,变频器频繁报警,变频器频繁报警,变频器频繁报警,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[453],453,"[""eocc_c8f7b6de7b88fba4""]",eocc_c8f7b6de7b88fba4
ent_0c7efa9b75d41227,ent_0c7efa9b75d41227,ent_0c7efa9b75d41227,压力表显示 0.28 兆帕,压力表显示028兆帕,压力表显示 0.28 兆帕,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[444],444,"[""eocc_5b0e073b9eda7d46""]",eocc_5b0e073b9eda7d46
ent_0c84a92974f50e88,ent_0c84a92974f50e88,ent_0c84a92974f50e88,滤器堵塞,滤器堵塞,滤器堵塞,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[433],433,"[""eocc_29a7d4f39f55ce46""]",eocc_29a7d4f39f55ce46
ent_0cd2b76ba0242e4f,ent_0cd2b76ba0242e4f,ent_0cd2b76ba0242e4f,活塞环磨损,活塞环磨损,活塞环磨损,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[431],431,"[""eocc_181f512acf596462""]",eocc_181f512acf596462
ent_0d0c014415d511f6,ent_0d0c014415d511f6,ent_0d0c014415d511f6,保护元件失效未更换,保护元件失效未更换,保护元件失效未更换,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[454],454,"[""eocc_c05cdfcd49482d39""]",eocc_c05cdfcd49482d39
ent_0d155af24770c9b2,ent_0d155af24770c9b2,ent_0d155af24770c9b2,仪表指示轻度偏差,仪表指示轻度偏差,仪表指示轻度偏差,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[453],453,"[""eocc_6ebe64f2951b5161""]",eocc_6ebe64f2951b5161
ent_0d473d56df81dc68,ent_0d473d56df81dc68,ent_0d473d56df81dc68,吹气故障,吹气故障,吹气故障,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[431],431,"[""eocc_485bfd96f6e47f81""]",eocc_485bfd96f6e47f81
ent_0d5ddd763dcde89f,ent_0d5ddd763dcde89f,ent_0d5ddd763dcde89f,局部设备失效,局部设备失效,局部设备失效,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[427],427,"[""eocc_e4b870bc3175d34d""]",eocc_e4b870bc3175d34d
ent_0da7b6ff8cb717fc,ent_0da7b6ff8cb717fc,ent_0da7b6ff8cb717fc,叶轮被杂物缠绕,叶轮被杂物缠绕,叶轮被杂物缠绕,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[437],437,"[""eocc_024b30f756cb3a3e""]",eocc_024b30f756cb3a3e
ent_0dd0ede7b21353b4,ent_0dd0ede7b21353b4,ent_0dd0ede7b21353b4,轴承滚动体缺陷,轴承滚动体缺陷,轴承滚动体缺陷,故障类型,故障类型,"[""故障类型""]",故障类型,,{},[434],434,"[""eocc_dd264fa577eb2ea6""]",eocc_dd264fa577eb2ea6
ent_0df3af14a7ec46fd,ent_0df3af14a7ec46fd,ent_0df3af14a7ec46fd,分油机,分油机,分油机,机电对象,机电对象,"[""机电对象""]",机电对象,,{},"[427, 434, 440, 449, 451, 457]",427|434|440|449|451|457,"[""eocc_23ff243616aa145a"", ""eocc_51f6c1d97f7ddab4"", ""eocc_7d70c68cadde2417"", ""eocc_97cf14cb5d19f4c0"", ""eocc_bf0686392902664b"", ""eocc_f6406fb9426bc585""]",eocc_23ff243616aa145a|eocc_51f6c1d97f7ddab4|eocc_7d70c68cadde2417|eocc_97cf14cb5d19f4c0|eocc_bf0686392902664b|eocc_f6406fb9426bc585
ent_0e95e2b8d182d8cf,ent_0e95e2b8d182d8cf,ent_0e95e2b8d182d8cf,台账管理缺失,台账管理缺失,台账管理缺失,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[454],454,"[""eocc_66f276ca0a62da2b""]",eocc_66f276ca0a62da2b
ent_0e98b0c14335627d,ent_0e98b0c14335627d,ent_0e98b0c14335627d,异响,异响,异响,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[458],458,"[""eocc_50728616eeae2e58""]",eocc_50728616eeae2e58
ent_0e9ebe57d6b0e7a1,ent_0e9ebe57d6b0e7a1,ent_0e9ebe57d6b0e7a1,滑油消耗增加,滑油消耗增加,滑油消耗增加,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[431],431,"[""eocc_09851436b6b96264""]",eocc_09851436b6b96264
ent_0f5033df5fc46ec7,ent_0f5033df5fc46ec7,ent_0f5033df5fc46ec7,喷油嘴雾化不良,喷油嘴雾化不良,喷油嘴雾化不良,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[435],435,"[""eocc_1bfad5a0e9168567""]",eocc_1bfad5a0e9168567
ent_0fdf11255fd710aa,ent_0fdf11255fd710aa,ent_0fdf11255fd710aa,神经网络,神经网络,神经网络,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[434],434,"[""eocc_b68b1323b3e3c268""]",eocc_b68b1323b3e3c268
ent_1032cbdaeb33fece,ent_1032cbdaeb33fece,ent_1032cbdaeb33fece,环境温度过高,环境温度过高,环境温度过高,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[439],439,"[""eocc_d28ca2141b42f17f""]",eocc_d28ca2141b42f17f
ent_1048d127985597ff,ent_1048d127985597ff,ent_1048d127985597ff,隔离,隔离,隔离,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[434],434,"[""eocc_c026520d28d3bb42""]",eocc_c026520d28d3bb42
ent_11547baaaa44f7e4,ent_11547baaaa44f7e4,ent_11547baaaa44f7e4,压力保压试验,压力保压试验,压力保压试验,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[447],447,"[""eocc_706c4fdc4001ccaa""]",eocc_706c4fdc4001ccaa
ent_11aaffe027522a78,ent_11aaffe027522a78,ent_11aaffe027522a78,活塞环卡滞,活塞环卡滞,活塞环卡滞,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[431],431,"[""eocc_3ebd1e0311af3a48""]",eocc_3ebd1e0311af3a48
ent_11ba4d7aa8c6f308,ent_11ba4d7aa8c6f308,ent_11ba4d7aa8c6f308,磨损,磨损,磨损,故障类型,故障类型,"[""故障类型""]",故障类型,,{},"[435, 457]",435|457,"[""eocc_33eb3a8b7488196e"", ""eocc_44938bf0fa2330b1""]",eocc_33eb3a8b7488196e|eocc_44938bf0fa2330b1
ent_11fa51f2c1c0b8ff,ent_11fa51f2c1c0b8ff,ent_11fa51f2c1c0b8ff,泵出口无压力,泵出口无压力,泵出口无压力,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[437],437,"[""eocc_3df1999932446a60""]",eocc_3df1999932446a60
ent_122720aeb062b57b,ent_122720aeb062b57b,ent_122720aeb062b57b,更换污染严重的液压油,更换污染严重的液压油,更换污染严重的液压油,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[437],437,"[""eocc_8a0f5eb3499f59d7""]",eocc_8a0f5eb3499f59d7
ent_12435a86e5860a28,ent_12435a86e5860a28,ent_12435a86e5860a28,随机森林,随机森林,随机森林,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[435],435,"[""eocc_c668f761aa8a18e1""]",eocc_c668f761aa8a18e1
ent_12cc431e171e9292,ent_12cc431e171e9292,ent_12cc431e171e9292,气缸密封性能下降,气缸密封性能下降,气缸密封性能下降,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[431],431,"[""eocc_57392dc5d82e20be""]",eocc_57392dc5d82e20be
ent_12f1f4f963d7b70e,ent_12f1f4f963d7b70e,ent_12f1f4f963d7b70e,联轴器错位,联轴器错位,联轴器错位,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[446],446,"[""eocc_3f6d677990243b17""]",eocc_3f6d677990243b17
ent_130ffaa655fa80a9,ent_130ffaa655fa80a9,ent_130ffaa655fa80a9,压力开关 PS8109 监控,压力开关ps8109监控,压力开关 PS8109 监控,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[443],443,"[""eocc_ba938217df8a7676""]",eocc_ba938217df8a7676
ent_13c5041a519d8ecc,ent_13c5041a519d8ecc,ent_13c5041a519d8ecc,燃油中含水量超标,燃油中含水量超标,燃油中含水量超标,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[435],435,"[""eocc_782fc4c9f975e874""]",eocc_782fc4c9f975e874
ent_13e18df795541ca9,ent_13e18df795541ca9,ent_13e18df795541ca9,散热片积灰,散热片积灰,散热片积灰,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[439],439,"[""eocc_b6970dad933ec12a""]",eocc_b6970dad933ec12a
ent_14581391654f9e3a,ent_14581391654f9e3a,ent_14581391654f9e3a,排气门,排气门,排气门,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[431],431,"[""eocc_0c3f1d2f83999c18""]",eocc_0c3f1d2f83999c18
ent_149b82fa045dd94f,ent_149b82fa045dd94f,ent_149b82fa045dd94f,加强润滑,加强润滑,加强润滑,预防管理策略,预防管理策略,"[""预防管理策略""]",预防管理策略,,{},[446],446,"[""eocc_bc419fd695b33ed9""]",eocc_bc419fd695b33ed9
ent_14b68f73ab9f7b16,ent_14b68f73ab9f7b16,ent_14b68f73ab9f7b16,气门,气门,气门,机电对象,机电对象,"[""机电对象""]",机电对象,,{},"[430, 431]",430|431,"[""eocc_064550c267e56271"", ""eocc_dd71979d176470e4""]",eocc_064550c267e56271|eocc_dd71979d176470e4
ent_14e8ca27ab9156a0,ent_14e8ca27ab9156a0,ent_14e8ca27ab9156a0,无法建立电压,无法建立电压,无法建立电压,故障类型,故障类型,"[""故障类型""]",故障类型,,{},[438],438,"[""eocc_983751916dfe902e""]",eocc_983751916dfe902e
ent_1580ba9f46d6500e,ent_1580ba9f46d6500e,ent_1580ba9f46d6500e,"拆检分离筒并更换全部""O""型圈",拆检分离筒并更换全部o型圈,"拆检分离筒并更换全部""O""型圈",处置措施,处置措施,"[""处置措施""]",处置措施,,{},[440],440,"[""eocc_d4dbcdd01175c6a0""]",eocc_d4dbcdd01175c6a0
ent_15e43b67665b728e,ent_15e43b67665b728e,ent_15e43b67665b728e,真实记录,真实记录,真实记录,预防管理策略,预防管理策略,"[""预防管理策略""]",预防管理策略,,{},[457],457,"[""eocc_efcce4b39927b785""]",eocc_efcce4b39927b785
ent_15f28065a0661ecc,ent_15f28065a0661ecc,ent_15f28065a0661ecc,回装错误,回装错误,回装错误,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[448],448,"[""eocc_e08139bf0e3ef18c""]",eocc_e08139bf0e3ef18c
ent_15fdec1cc802fed0,ent_15fdec1cc802fed0,ent_15fdec1cc802fed0,振动偏大,振动偏大,振动偏大,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[452],452,"[""eocc_7f1d9016ac3e8d1a""]",eocc_7f1d9016ac3e8d1a
ent_160763b4aaa5ce0b,ent_160763b4aaa5ce0b,ent_160763b4aaa5ce0b,清洁,清洁,清洁,处置措施,处置措施,"[""处置措施""]",处置措施,,{},"[436, 448]",436|448,"[""eocc_980ebbbe0227db6d"", ""eocc_fa352a001b8efe8a""]",eocc_980ebbbe0227db6d|eocc_fa352a001b8efe8a
ent_161c45ab786094bb,ent_161c45ab786094bb,ent_161c45ab786094bb,电力系统,电力系统,电力系统,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[428],428,"[""eocc_58f917c1cef1fc7e""]",eocc_58f917c1cef1fc7e
ent_163c832d6e6d661e,ent_163c832d6e6d661e,ent_163c832d6e6d661e,保护缺失,保护缺失,保护缺失,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[450],450,"[""eocc_3b9e634babe4ccf4""]",eocc_3b9e634babe4ccf4
ent_16b67fecf40b602d,ent_16b67fecf40b602d,ent_16b67fecf40b602d,加强培训与复盘,加强培训与复盘,加强培训与复盘,预防管理策略,预防管理策略,"[""预防管理策略""]",预防管理策略,,{},[451],451,"[""eocc_5cadb4fa8c96d8fd""]",eocc_5cadb4fa8c96d8fd
ent_16bdafdf3dccf979,ent_16bdafdf3dccf979,ent_16bdafdf3dccf979,船舶电站,船舶电站,船舶电站,机电对象,机电对象,"[""机电对象""]",机电对象,,{},[437],437,"[""eocc_01f53d22195b3591""]",eocc_01f53d22195b3591
ent_17143a0c50cdf77e,ent_17143a0c50cdf77e,ent_17143a0c50cdf77e,修复伴热系统,修复伴热系统,修复伴热系统,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[445],445,"[""eocc_a415548d9470e692""]",eocc_a415548d9470e692
ent_176f30cde7a6b1ec,ent_176f30cde7a6b1ec,ent_176f30cde7a6b1ec,异物堵塞,异物堵塞,异物堵塞,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[433],433,"[""eocc_44a6a01d3f11c6be""]",eocc_44a6a01d3f11c6be
ent_17936f01275a0415,ent_17936f01275a0415,ent_17936f01275a0415,使用示波器观察波形质量,使用示波器观察波形质量,使用示波器观察波形质量,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[441],441,"[""eocc_26d670fae28d47f9""]",eocc_26d670fae28d47f9
ent_17eee8fa1dd69499,ent_17eee8fa1dd69499,ent_17eee8fa1dd69499,水汽,水汽,水汽,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[448],448,"[""eocc_d1c22b1fdcf0f417""]",eocc_d1c22b1fdcf0f417
ent_1880866e21478246,ent_1880866e21478246,ent_1880866e21478246,除垢,除垢,除垢,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[433],433,"[""eocc_3ab78084fa9bbe0e""]",eocc_3ab78084fa9bbe0e
ent_1915a6c075b62968,ent_1915a6c075b62968,ent_1915a6c075b62968,停机保护,停机保护,停机保护,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[452],452,"[""eocc_46aa124430068341""]",eocc_46aa124430068341
ent_1922e31fd6ea5734,ent_1922e31fd6ea5734,ent_1922e31fd6ea5734,检查滤芯堵塞情况,检查滤芯堵塞情况,检查滤芯堵塞情况,监测诊断手段,监测诊断手段,"[""监测诊断手段""]",监测诊断手段,,{},[447],447,"[""eocc_64d24f39218ecc3c""]",eocc_64d24f39218ecc3c
ent_193292d6c8619079,ent_193292d6c8619079,ent_193292d6c8619079,散热器堵塞,散热器堵塞,散热器堵塞,故障类型,故障类型,"[""故障类型""]",故障类型,,{},[433],433,"[""eocc_9c80b74b85a791fc""]",eocc_9c80b74b85a791fc
ent_1965e88cf57f71f5,ent_1965e88cf57f71f5,ent_1965e88cf57f71f5,拉缸,拉缸,拉缸,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[431],431,"[""eocc_6ec9ca0affce40df""]",eocc_6ec9ca0affce40df
ent_197dac79729254b7,ent_197dac79729254b7,ent_197dac79729254b7,错误理解负荷计算,错误理解负荷计算,错误理解负荷计算,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[446],446,"[""eocc_e3340dc8c0f4440d""]",eocc_e3340dc8c0f4440d
ent_19ac9066a849f517,ent_19ac9066a849f517,ent_19ac9066a849f517,定期清渣,定期清渣,定期清渣,预防管理策略,预防管理策略,"[""预防管理策略""]",预防管理策略,,{},[440],440,"[""eocc_88b5b45dd1b2addc""]",eocc_88b5b45dd1b2addc
ent_1a1faf64aeae1ff3,ent_1a1faf64aeae1ff3,ent_1a1faf64aeae1ff3,误停车,误停车,误停车,故障现象,故障现象,"[""故障现象""]",故障现象,,{},[427],427,"[""eocc_654748b3bfed07e6""]",eocc_654748b3bfed07e6
ent_1a6a8c6cd849a4ca,ent_1a6a8c6cd849a4ca,ent_1a6a8c6cd849a4ca,机械损伤,机械损伤,机械损伤,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[436],436,"[""eocc_a0d6df80a4b37df9""]",eocc_a0d6df80a4b37df9
