observation_id,text,kind,source_kind,attribute_key,attribute_value,relation_type,peer_entity_id,peer_entity_name,direction,source_chunk_ids_json,source_chunk_ids_pipe
obs_06180b880de6,与 冷却风扇 存在 针对 关系,relation_projection,relation,,,针对,ent_89a76d2d94c23316,冷却风扇,outgoing,[365],365
obs_06213b339dc6,与 上锁挂牌（LOTO）程序 存在 遵循 关系,relation_projection,relation,,,遵循,ent_987cc5f5a868a398,上锁挂牌（LOTO）程序,outgoing,[368],368
obs_062293951a48,被 信号线路受干扰 以 导致 关系连接,relation_projection,relation,,,导致,ent_d2203e66744c9b08,信号线路受干扰,incoming,[382],382
obs_0639fe0e0a86,被 输出不动作 以 影响 关系连接,relation_projection,relation,,,影响,ent_e0a0b63ca451e226,输出不动作,incoming,[382],382
obs_069a3eefbb8a,与 工频旁路功能 存在 供电 关系,relation_projection,relation,,,供电,ent_1925e109e52bd186,工频旁路功能,outgoing,[376],376
obs_072b68adb4d6,与 电压 存在 监测 关系,relation_projection,relation,,,监测,ent_a537deefbab49dc5,电压,outgoing,[363],363
obs_07868a22c172,与 船级社要求 存在 引用 关系,relation_projection,relation,,,引用,ent_a96e4db8d6b5a0c5,船级社要求,outgoing,[363],363
obs_07e9f43c71b6,被 废气脱硫监控 以 监测 关系连接,relation_projection,relation,,,监测,ent_a80a28a759d43384,废气脱硫监控,incoming,[372],372
obs_08100538c5a4,被 应急电源系统测试 以 针对 关系连接,relation_projection,relation,,,针对,ent_1b5b966849ee6e66,应急电源系统测试,incoming,[365],365
obs_089247c916a3,与 航行设备 存在 针对 关系,relation_projection,relation,,,针对,ent_0326bdba90eb1ff2,航行设备,outgoing,[377],377
obs_0899a7aff059,被 灭弧罩检查 以 针对 关系连接,relation_projection,relation,,,针对,ent_a42995beb2fe1544,灭弧罩检查,incoming,[378],378
obs_09819cbc85c1,与 电气设备 存在 针对 关系,relation_projection,relation,,,针对,ent_547b521b7c6ef978,电气设备,outgoing,[366],366
obs_09bfe2a23fbc,被 超级电容 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_90fb0e8af5f06a74,超级电容,incoming,[361],361
obs_09d62fc27e73,与 缺相运行 存在 导致 关系,relation_projection,relation,,,导致,ent_ea17369104e8eff9,缺相运行,outgoing,[367],367
obs_0a493951e19d,与 应急发电机 存在 针对 关系,relation_projection,relation,,,针对,ent_0874b0c182e6b791,应急发电机,outgoing,[365],365
obs_0b02d9de637e,被 电气故障 以 导致 关系连接,relation_projection,relation,,,导致,ent_ac127f440249fb9d,电气故障,incoming,[372],372
obs_0b731a91e643,被 PMS 自动同步 以 遵循 关系连接,relation_projection,relation,,,遵循,ent_2a56d8ce587de942,PMS 自动同步,incoming,[376],376
obs_0bbc9be7bbc9,被 高压岸电系统 以 符合 关系连接,relation_projection,relation,,,符合,ent_8dc4240595b0bd7b,高压岸电系统,incoming,[372],372
obs_0bbcc2bd0ebc,被 自动负荷平衡 以 针对 关系连接,relation_projection,relation,,,针对,ent_9ff856f1b9642281,自动负荷平衡,incoming,[374],374
obs_0c03f4a14ff7,与 图纸 存在 形成 关系,relation_projection,relation,,,形成,ent_667d5e758c23d327,图纸,outgoing,[384],384
obs_0c78fc72828f,与 独立供电能力 存在 监测 关系,relation_projection,relation,,,监测,ent_2072fbe59638f132,独立供电能力,outgoing,[379],379
obs_0c90b63194a7,与 动态平衡 存在 执行 关系,relation_projection,relation,,,执行,ent_20d58e3ba3fa721a,动态平衡,outgoing,[370],370
obs_0c9845859aee,与 电网过载 存在 导致 关系,relation_projection,relation,,,导致,ent_c442a6ad9b8c0b2a,电网过载,outgoing,[367],367
obs_0c99451d32ab,被 远程诊断 以 处理 关系连接,relation_projection,relation,,,处理,ent_4098bf01773ac8a9,远程诊断,incoming,[384],384
obs_0cc2d06c61f0,被 定力矩紧固 以 针对 关系连接,relation_projection,relation,,,针对,ent_6466fda0b30ae9f4,定力矩紧固,incoming,[370],370
obs_0d06d1d78c52,被 参数误改 以 导致 关系连接,relation_projection,relation,,,导致,ent_7a6ef09fb5b8c9a4,参数误改,incoming,[382],382
obs_0d3b3ab84228,与 电气设备 存在 针对 关系,relation_projection,relation,,,针对,ent_e744ed8814040f18,电气设备,outgoing,[365],365
obs_0d3b85a261f4,与 转速 存在 监测 关系,relation_projection,relation,,,监测,ent_a56b62d908bc2190,转速,outgoing,[375],375
obs_0d6ad513c2ff,与 电缆 存在 发生于 关系,relation_projection,relation,,,发生于,ent_d420a8bceb505a11,电缆,outgoing,[381],381
obs_0db0a1a031f0,与 轴承 存在 针对 关系,relation_projection,relation,,,针对,ent_75bd8b7f07405d67,轴承,outgoing,[378],378
obs_0dc655d69853,被 在线监测 以 监测 关系连接,relation_projection,relation,,,监测,ent_3e07ca1863171667,在线监测,incoming,[384],384
obs_0de4697452ac,与 发热接头 存在 针对 关系,relation_projection,relation,,,针对,ent_a09b4e4f0c4e6297,发热接头,outgoing,[381],381
obs_0e43c979e1a6,与 电磁阀不动作 存在 导致 关系,relation_projection,relation,,,导致,ent_2df7f642718f306b,电磁阀不动作,outgoing,[383],383
obs_0e899ed8c911,被 数据备份 以 形成 关系连接,relation_projection,relation,,,形成,ent_35549ad24aaae418,数据备份,incoming,[382],382
obs_0e992749bf71,与 应急照明失效 存在 导致 关系,relation_projection,relation,,,导致,ent_c010eade7a79959c,应急照明失效,outgoing,[380],380
obs_0ee59f7f6f37,要求：±0.2 Hz 以内,attribute,entity_attribute,要求,±0.2 Hz 以内,,,,,[375],375
obs_0eeef43c69c8,被 日常巡检 以 监测 关系连接,relation_projection,relation,,,监测,ent_d1b3e9e35bfbcdc4,日常巡检,incoming,[363],363
obs_0ef87f71ab51,与 整体性能影响 存在 导致 关系,relation_projection,relation,,,导致,ent_5e00718e79977c04,整体性能影响,outgoing,[379],379
obs_0f02b76ae7e6,与 电机 存在 针对 关系,relation_projection,relation,,,针对,ent_d8a243d6ad07ecd8,电机,outgoing,[372],372
obs_0f20e30cd816,与 日常巡检 存在 执行 关系,relation_projection,relation,,,执行,ent_d1b3e9e35bfbcdc4,日常巡检,outgoing,[362],362
obs_0f60a3837ced,与 排烟颜色 存在 监测 关系,relation_projection,relation,,,监测,ent_fe1b7266f87bc6ea,排烟颜色,outgoing,[363],363
obs_0f921ad97dc7,与 振动 存在 监测 关系,relation_projection,relation,,,监测,ent_57443d8772fdb91c,振动,outgoing,[363],363
obs_0f9deb7c55dc,被 使用干粉灭火器或二氧化碳灭火器扑灭火焰 以 处理 关系连接,relation_projection,relation,,,处理,ent_363c02f9eb5aee64,使用干粉灭火器或二氧化碳灭火器扑灭火焰,incoming,[368],368
obs_0fa0c28dd154,与 温度 存在 监测 关系,relation_projection,relation,,,监测,ent_cdda0d7b6d1a88b1,温度,outgoing,[370],370
obs_102b9dcec728,被 缺相运行 以 影响 关系连接,relation_projection,relation,,,影响,ent_ea17369104e8eff9,缺相运行,incoming,[367],367
obs_105d215076b1,被 灭弧罩烧蚀 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_4c86e3ddc2436f14,灭弧罩烧蚀,incoming,[378],378
obs_107507fd24d3,被 全船失电 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_aa85cf01145fd80a,全船失电,incoming,[368],368
obs_109ce8510651,与 故障 存在 对应 关系,relation_projection,relation,,,对应,ent_eb902a5e499c383e,故障,outgoing,[384],384
obs_10e8e82908c8,全称：Power Management System,attribute,entity_attribute,全称,Power Management System,,,,,"[373, 374]",373|374
obs_11470f014f08,与 启动失败 存在 导致 关系,relation_projection,relation,,,导致,ent_13e8a4c99968c149,启动失败,outgoing,[379],379
obs_114a4d656f26,被 发电机故障跳闸 以 影响 关系连接,relation_projection,relation,,,影响,ent_4323efcc303ebc09,发电机故障跳闸,incoming,[374],374
obs_1183c277bfa0,被 红外测温 以 监测 关系连接,relation_projection,relation,,,监测,ent_96a502e61653f60b,红外测温,incoming,[378],378
obs_118f167b6eb6,与 多参数预警 存在 执行 关系,relation_projection,relation,,,执行,ent_c0c6c0ddec860618,多参数预警,outgoing,[370],370
obs_11e55fcf4113,与 发电机 存在 供电 关系,relation_projection,relation,,,供电,ent_7bda816b710c1e96,发电机,outgoing,[377],377
obs_11eb03d054d7,被 设备健康评估 以 预防 关系连接,relation_projection,relation,,,预防,ent_664fecfbf5470373,设备健康评估,incoming,[372],372
obs_12045e7a9d34,与 液位信号跳变 存在 导致 关系,relation_projection,relation,,,导致,ent_d81d42eff45dc9b5,液位信号跳变,outgoing,[382],382
obs_124bc82f27f8,与 滑油压力 存在 监测 关系,relation_projection,relation,,,监测,ent_af2bae08bcbc01ff,滑油压力,outgoing,[363],363
obs_126f4ad9a7d8,被 日常巡检 以 监测 关系连接,relation_projection,relation,,,监测,ent_d1b3e9e35bfbcdc4,日常巡检,incoming,[363],363
obs_1392922f123d,被 整组容量测试 以 针对 关系连接,relation_projection,relation,,,针对,ent_0d0e75e4d4bf1839,整组容量测试,incoming,[379],379
obs_13e8ae43b533,被 改造 以 形成 关系连接,relation_projection,relation,,,形成,ent_7a21c4599b4557d1,改造,incoming,[384],384
obs_147ac6dd3751,与 测试工作 存在 执行 关系,relation_projection,relation,,,执行,ent_af9da9a12e4832d3,测试工作,outgoing,[362],362
obs_1496c4271322,被 主机冷却泵 以 供电 关系连接,relation_projection,relation,,,供电,ent_9fc5bbc4a8b0096f,主机冷却泵,incoming,[376],376
obs_149c06b302b7,被 传感器损坏 以 导致 关系连接,relation_projection,relation,,,导致,ent_44aa858d650dde60,传感器损坏,incoming,[382],382
obs_14c829921e13,与 轴承 存在 针对 关系,relation_projection,relation,,,针对,ent_75bd8b7f07405d67,轴承,outgoing,[378],378
obs_153bb7be871e,被 日常检查不到位 以 导致 关系连接,relation_projection,relation,,,导致,ent_bde4e5c76722d9f7,日常检查不到位,incoming,[368],368
obs_154879c2790d,与 运行监控 存在 执行 关系,relation_projection,relation,,,执行,ent_8b5b10540499e261,运行监控,outgoing,[363],363
obs_154f84918212,被 设备管理人员 以 遵循 关系连接,relation_projection,relation,,,遵循,ent_57abfd43208fb62d,设备管理人员,incoming,[369],369
obs_15a0c9d7ba75,被 照明闪烁 以 影响 关系连接,relation_projection,relation,,,影响,ent_8405b12287cb6bb1,照明闪烁,incoming,[380],380
obs_15bec2f5db3b,与 照明闪烁 存在 导致 关系,relation_projection,relation,,,导致,ent_8405b12287cb6bb1,照明闪烁,outgoing,[380],380
obs_16063b6477dc,与 输入信号异常 存在 处理 关系,relation_projection,relation,,,处理,ent_2020c85fcd6421cf,输入信号异常,outgoing,[382],382
obs_16143a2c110a,与 灯具频繁烧毁 存在 导致 关系,relation_projection,relation,,,导致,ent_d70078928600690f,灯具频繁烧毁,outgoing,[380],380
obs_1623919ea744,与 测试工作 存在 执行 关系,relation_projection,relation,,,执行,ent_af9da9a12e4832d3,测试工作,outgoing,[362],362
obs_1624f541799a,与 振动幅度 存在 监测 关系,relation_projection,relation,,,监测,ent_d5ac8f34d7ce25f1,振动幅度,outgoing,[370],370
obs_162e266e2dd9,被 PMS 自动同步 以 监测 关系连接,relation_projection,relation,,,监测,ent_2a56d8ce587de942,PMS 自动同步,incoming,[376],376
obs_16471357bad7,被 自动化控制系统 以 监测 关系连接,relation_projection,relation,,,监测,ent_8ebac0a471c9e585,自动化控制系统,incoming,[361],361
obs_166ec648ae4b,被 绝缘老化 以 导致 关系连接,relation_projection,relation,,,导致,ent_54a1df22632a2ee8,绝缘老化,incoming,[367],367
obs_168c19a1affd,与 典型电气设备专项管理与维修 存在 遵循 关系,relation_projection,relation,,,遵循,ent_bea746e7d87328af,典型电气设备专项管理与维修,outgoing,[378],378
obs_16c9c386c3e5,与 相线对地电阻 存在 诊断指标 关系,relation_projection,relation,,,诊断指标,ent_4fd19c8d7d3b508c,相线对地电阻,outgoing,[377],377
obs_179b4cd0548e,与 拆卸与清洗规程 存在 遵循 关系,relation_projection,relation,,,遵循,ent_abdb439569ad2573,拆卸与清洗规程,outgoing,[370],370
obs_17d1753ec924,被 化学腐蚀 以 导致 关系连接,relation_projection,relation,,,导致,ent_7693d470150980d5,化学腐蚀,incoming,[367],367
obs_180fdd0b9769,被 设备管理人员 以 监测 关系连接,relation_projection,relation,,,监测,ent_57abfd43208fb62d,设备管理人员,incoming,[369],369
obs_181643f77683,被 定期检查 以 针对 关系连接,relation_projection,relation,,,针对,ent_f2575873f04226fb,定期检查,incoming,[382],382
obs_181cae1afc23,与 船舶电力系统 存在 供电 关系,relation_projection,relation,,,供电,ent_10991af01325c6f0,船舶电力系统,outgoing,[371],371
obs_18366a2d9014,被 控制线路故障 以 导致 关系连接,relation_projection,relation,,,导致,ent_74b423f6f42e5795,控制线路故障,incoming,[380],380
obs_186b8c0a33eb,与 局部发热 存在 导致 关系,relation_projection,relation,,,导致,ent_560b1f9d5d62c969,局部发热,outgoing,[379],379
obs_18907b66b6e5,与 外壳温度 存在 监测 关系,relation_projection,relation,,,监测,ent_61559bc39a83bd3a,外壳温度,outgoing,[363],363
obs_18c23de94556,被 探头结垢 以 导致 关系连接,relation_projection,relation,,,导致,ent_ac89ad0a270294cb,探头结垢,incoming,[382],382
obs_18d78596838e,被 日常巡检 以 监测 关系连接,relation_projection,relation,,,监测,ent_d1b3e9e35bfbcdc4,日常巡检,incoming,[363],363
obs_190d0728d073,与 主动前段整流 (AFE 存在 供电 关系,relation_projection,relation,,,供电,ent_5994a8f87b2b3bb3,主动前段整流 (AFE,outgoing,[376],376
obs_19102f960ced,被 发电机维护 以 针对 关系连接,relation_projection,relation,,,针对,ent_1a5c0a02dfb176f3,发电机维护,incoming,[365],365
obs_191786e3dfc1,被 绝缘电阻下降 以 诊断指标 关系连接,relation_projection,relation,,,诊断指标,ent_92e713b3cc08d362,绝缘电阻下降,incoming,[381],381
obs_19231c0ade55,与 发电机 存在 针对 关系,relation_projection,relation,,,针对,ent_7bda816b710c1e96,发电机,outgoing,[374],374
obs_1940a56ca2bc,与 PMS 存在 供电 关系,relation_projection,relation,,,供电,ent_f7dd0d891af1fc09,PMS,outgoing,[374],374
obs_1954e4198f19,被 废气脱硫监控 以 监测 关系连接,relation_projection,relation,,,监测,ent_a80a28a759d43384,废气脱硫监控,incoming,[372],372
obs_196edce92ba7,与 弱电电网 存在 供电 关系,relation_projection,relation,,,供电,ent_07cff2ae4da3f3ce,弱电电网,outgoing,[361],361
obs_1977d9746808,被 日常巡检 以 形成 关系连接,relation_projection,relation,,,形成,ent_d1b3e9e35bfbcdc4,日常巡检,incoming,[363],363
obs_19bf838e1eb5,除垢率：不低于 95%,attribute,entity_attribute,除垢率,不低于 95%,,,,,[370],370
obs_19cd888d785e,与 国际海上人命安全公约》(SOLAS 存在 引用 关系,relation_projection,relation,,,引用,ent_8bce1d7be0732e44,国际海上人命安全公约》(SOLAS,outgoing,[360],360
obs_1a39a388d628,被 接线错误 以 导致 关系连接,relation_projection,relation,,,导致,ent_02e7c5da5157fa42,接线错误,incoming,[382],382
obs_1a3e460ed5a4,与 典型电气设备专项管理与维修 存在 遵循 关系,relation_projection,relation,,,遵循,ent_bea746e7d87328af,典型电气设备专项管理与维修,outgoing,[378],378
obs_1a5cd87beacc,被 电气故障 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_ac127f440249fb9d,电气故障,incoming,[372],372
obs_1ab9ef1c5803,与 钢质海船入级规范 存在 引用 关系,relation_projection,relation,,,引用,ent_493e81fdea7d46fa,钢质海船入级规范,outgoing,[360],360
obs_1b1462b80432,被 红外热像仪扫描 以 监测 关系连接,relation_projection,relation,,,监测,ent_4ec90f67ea5a9eec,红外热像仪扫描,incoming,[378],378
obs_1b1b65299dcd,被 外部执行机构卡滞 以 导致 关系连接,relation_projection,relation,,,导致,ent_2c004588516bf2ba,外部执行机构卡滞,incoming,[382],382
obs_1b5e8163bb29,被 绝缘下降 以 影响 关系连接,relation_projection,relation,,,影响,ent_7fda27412f700836,绝缘下降,incoming,[367],367
obs_1b6f6eb30509,与 电缆护套破损 存在 导致 关系,relation_projection,relation,,,导致,ent_129bcfe1eaeb94f3,电缆护套破损,outgoing,[381],381
obs_1b7d6faeccdf,与 接地连接 存在 发生于 关系,relation_projection,relation,,,发生于,ent_ebb6780653e21935,接地连接,outgoing,[381],381
obs_1b8c102ce876,被 绝缘老化 以 影响 关系连接,relation_projection,relation,,,影响,ent_f69411caabc194f1,绝缘老化,incoming,[380],380
obs_1b9a812bf1f3,被 同型号备用件 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_6927a22e9846c700,同型号备用件,incoming,[383],383
obs_1ce2b94cda09,与 导航和通信设备 存在 供电 关系,relation_projection,relation,,,供电,ent_f30c97e88207a6b7,导航和通信设备,outgoing,[376],376
obs_1d4bf5307296,与 故障 存在 处理 关系,relation_projection,relation,,,处理,ent_eb902a5e499c383e,故障,outgoing,[384],384
obs_1d98a5c1accf,被 PMS 自动同步 以 监测 关系连接,relation_projection,relation,,,监测,ent_2a56d8ce587de942,PMS 自动同步,incoming,[376],376
obs_1e06f9601642,与 发电机 存在 供电 关系,relation_projection,relation,,,供电,ent_7bda816b710c1e96,发电机,outgoing,[377],377
obs_1e44391ca1be,被 动态平衡 以 遵循 关系连接,relation_projection,relation,,,遵循,ent_20d58e3ba3fa721a,动态平衡,incoming,[370],370
obs_1e61d40f4a8a,被 过热 以 诊断指标 关系连接,relation_projection,relation,,,诊断指标,ent_59b4a4545a9a0808,过热,incoming,[366],366
obs_1e8e11848c3f,被 网络干扰 以 导致 关系连接,relation_projection,relation,,,导致,ent_2a556c4e390809ff,网络干扰,incoming,[382],382
obs_1e9f9b9d2697,被 工作许可（PTW-Permit toWork 以 针对 关系连接,relation_projection,relation,,,针对,ent_507d440bf44a9827,工作许可（PTW-Permit toWork,incoming,[377],377
obs_1eb8e6ab221d,与 PMS 自动同步与 VFD 技术规范 存在 遵循 关系,relation_projection,relation,,,遵循,ent_5dfd7f21110ff391,PMS 自动同步与 VFD 技术规范,outgoing,[374],374
obs_1eb978407d8b,与 电缆线路 存在 影响 关系,relation_projection,relation,,,影响,ent_6cb04e82f8c8d9a2,电缆线路,outgoing,[380],380
obs_1ed22cb9d93c,被 蓄电池组 以 供电 关系连接,relation_projection,relation,,,供电,ent_896f0b3d2db47ea0,蓄电池组,incoming,[371],371
obs_1f09e5d164f9,与 泄漏 存在 预防 关系,relation_projection,relation,,,预防,ent_a25b906b83324cbe,泄漏,outgoing,[370],370
obs_1f30608b7ebb,被 振动分析 以 针对 关系连接,relation_projection,relation,,,针对,ent_41cdc994e0c69313,振动分析,incoming,[378],378
obs_1f398822f88f,被 应急发电机 以 供电 关系连接,relation_projection,relation,,,供电,ent_0874b0c182e6b791,应急发电机,incoming,[369],369
obs_1f63662bb432,被 线路断路 以 导致 关系连接,relation_projection,relation,,,导致,ent_8166bb1474a30daf,线路断路,incoming,[380],380
obs_1f922149a514,被 定期检查 以 针对 关系连接,relation_projection,relation,,,针对,ent_f2575873f04226fb,定期检查,incoming,[382],382
obs_1f981b43685c,与 缺相运行 存在 导致 关系,relation_projection,relation,,,导致,ent_ea17369104e8eff9,缺相运行,outgoing,[367],367
obs_1fb17432b42e,被 接线接触不良 以 导致 关系连接,relation_projection,relation,,,导致,ent_bfd64eec1b64bfb5,接线接触不良,incoming,[382],382
obs_1fc37fd28df5,与 发电机组 存在 针对 关系,relation_projection,relation,,,针对,ent_aeb9daa515a12649,发电机组,outgoing,[376],376
obs_2058c638227d,被 逻辑修改 以 遵循 关系连接,relation_projection,relation,,,遵循,ent_5aed1908e4239d72,逻辑修改,incoming,[382],382
obs_2083c2a9d3b7,被 校验一记录一复位 以 针对 关系连接,relation_projection,relation,,,针对,ent_64b660dc85f159e6,校验一记录一复位,incoming,[383],383
obs_20bd4f3ad58a,被 接地不良 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_07459523baec85a6,接地不良,incoming,[381],381
obs_21071de1b7f9,被 螺栓松动 以 导致 关系连接,relation_projection,relation,,,导致,ent_2fb7e8f88a72bde7,螺栓松动,incoming,[378],378
obs_21762c262160,被 膜片污染 以 导致 关系连接,relation_projection,relation,,,导致,ent_76722050fe8f0311,膜片污染,incoming,[382],382
obs_2176d12b4873,与 机械失控 存在 导致 关系,relation_projection,relation,,,导致,ent_ef732a31ff225013,机械失控,outgoing,[372],372
obs_2188540036fc,与 泄漏 存在 预防 关系,relation_projection,relation,,,预防,ent_a25b906b83324cbe,泄漏,outgoing,[370],370
obs_21bc3392c42e,被 断路器单极拒动 以 导致 关系连接,relation_projection,relation,,,导致,ent_e264eb7afb6732d1,断路器单极拒动,incoming,[367],367
obs_21d9e137104c,密封等级：A 级,attribute,entity_attribute,密封等级,A 级,,,,,[370],370
obs_21e47670ef1b,被 管束抽芯 以 针对 关系连接,relation_projection,relation,,,针对,ent_16bfb4416b7ff844,管束抽芯,incoming,[370],370
obs_2215ced7fdda,被 自动化控制系统 以 监测 关系连接,relation_projection,relation,,,监测,ent_8ebac0a471c9e585,自动化控制系统,incoming,[361],361
obs_221e0af44b9c,与 总谐波失真 THD 存在 监测 关系,relation_projection,relation,,,监测,ent_84259fd319679110,总谐波失真 THD,outgoing,[376],376
obs_222a803aef4d,与 全船失电后的恢复程序 存在 遵循 关系,relation_projection,relation,,,遵循,ent_e07299e2828a469a,全船失电后的恢复程序,outgoing,[369],369
obs_222f51a90ded,被 接线盒密封检查 以 针对 关系连接,relation_projection,relation,,,针对,ent_eab528db74695e77,接线盒密封检查,incoming,[378],378
obs_2273d27fa034,与 接地系统 存在 针对 关系,relation_projection,relation,,,针对,ent_90f2d7c1597f0e34,接地系统,outgoing,[381],381
obs_2294cff9f75e,被 照明 以 供电 关系连接,relation_projection,relation,,,供电,ent_46287fba9ad12276,照明,incoming,[371],371
obs_22b418e26eae,被 碳粉污染 以 导致 关系连接,relation_projection,relation,,,导致,ent_dfc920a1f33bf353,碳粉污染,incoming,[367],367
obs_22fe88e0a6dc,与 设备劣化趋势 存在 监测 关系,relation_projection,relation,,,监测,ent_afacf403020f8081,设备劣化趋势,outgoing,[384],384
obs_22ffc2df1bef,被 空冷器 以 供电 关系连接,relation_projection,relation,,,供电,ent_85ad5c41fe5304b7,空冷器,incoming,[377],377
obs_2340f85883cb,与 技术标准 存在 遵循 关系,relation_projection,relation,,,遵循,ent_5054c4937813f61b,技术标准,outgoing,[366],366
obs_2368c01d0881,被 分级卸载 以 针对 关系连接,relation_projection,relation,,,针对,ent_869172a6705f0823,分级卸载,incoming,[374],374
obs_2370f90dbcf7,与 绝缘下降 存在 导致 关系,relation_projection,relation,,,导致,ent_7fda27412f700836,绝缘下降,outgoing,[367],367
obs_23f689de7587,被 全船失电 以 影响 关系连接,relation_projection,relation,,,影响,ent_aa85cf01145fd80a,全船失电,incoming,[374],374
obs_2431de60dbca,被 绝缘电阻测量 以 遵循 关系连接,relation_projection,relation,,,遵循,ent_c19f1830cdf0c194,绝缘电阻测量,incoming,[366],366
obs_2455b7b722d5,与 绝缘漆融化 存在 针对 关系,relation_projection,relation,,,针对,ent_5f22d4018f3a6aec,绝缘漆融化,outgoing,[365],365
obs_24f74b0f2fd9,被 分级卸载 以 针对 关系连接,relation_projection,relation,,,针对,ent_869172a6705f0823,分级卸载,incoming,[374],374
obs_24fac07f8914,被 黑启动 以 针对 关系连接,relation_projection,relation,,,针对,ent_a45f2f8c5babccc6,黑启动,incoming,[374],374
obs_2519e371a2fe,与 船舶电气系统 存在 影响 关系,relation_projection,relation,,,影响,ent_c627225a0db026b2,船舶电气系统,outgoing,[367],367
obs_253c054b42fb,被 端子发热 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_d76aa6706deb4594,端子发热,incoming,[379],379
obs_259737e1c970,与 断路器 存在 针对 关系,relation_projection,relation,,,针对,ent_eeb04b5eaa8d3f39,断路器,outgoing,[376],376
obs_25ce856c5e50,被 机械损伤 以 影响 关系连接,relation_projection,relation,,,影响,ent_20329c4caeeaf329,机械损伤,incoming,[380],380
obs_2627fba705a6,被 设备管理人员 以 形成 关系连接,relation_projection,relation,,,形成,ent_57abfd43208fb62d,设备管理人员,incoming,[369],369
obs_263565543a42,被 定力矩紧固 以 形成 关系连接,relation_projection,relation,,,形成,ent_6466fda0b30ae9f4,定力矩紧固,incoming,[370],370
