entity_id,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_02e7c5da5157fa42,ent_02e7c5da5157fa42,ent_02e7c5da5157fa42,接线错误,接线错误,接线错误,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[382],382,"[""eocc_a45cff5b6030bee0""]",eocc_a45cff5b6030bee0
ent_0326bdba90eb1ff2,ent_0326bdba90eb1ff2,ent_0326bdba90eb1ff2,航行设备,航行设备,航行设备,电气系统,电气系统,"[""电气系统""]",电气系统,,{},[377],377,"[""eocc_a1c2554559356913""]",eocc_a1c2554559356913
ent_04162d124aa240d8,ent_04162d124aa240d8,ent_04162d124aa240d8,压力,压力,压力,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[382],382,"[""eocc_e5663cec54c579b0""]",eocc_e5663cec54c579b0
ent_046e95384005a505,ent_046e95384005a505,ent_046e95384005a505,固定卡箍,固定卡箍,固定卡箍,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[381],381,"[""eocc_a216f949aba5801e""]",eocc_a216f949aba5801e
ent_0504dd5f09557f63,ent_0504dd5f09557f63,ent_0504dd5f09557f63,频率差,频率差,频率差,监测指标,监测指标,"[""监测指标""]",监测指标,,"{""要求"": ""±0.2 Hz 以内""}",[375],375,"[""eocc_b14910a958a20bbd""]",eocc_b14910a958a20bbd
ent_0560316518203a3e,ent_0560316518203a3e,ent_0560316518203a3e,控制电压不稳,控制电压不稳,控制电压不稳,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[383],383,"[""eocc_3a798db4e528fc20""]",eocc_3a798db4e528fc20
ent_06700f0f3872347f,ent_06700f0f3872347f,ent_06700f0f3872347f,基础维护,基础维护,基础维护,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[360],360,"[""eocc_b29c0ef5e68c20fd""]",eocc_b29c0ef5e68c20fd
ent_06d1091bc0eeb0fa,ent_06d1091bc0eeb0fa,ent_06d1091bc0eeb0fa,受潮电缆,受潮电缆,受潮电缆,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[381],381,"[""eocc_31cdb305d9efb424""]",eocc_31cdb305d9efb424
ent_06d9152c5fa6e014,ent_06d9152c5fa6e014,ent_06d9152c5fa6e014,电网,电网,电网,电气系统,电气系统,"[""电气系统""]",电气系统,,{},[365],365,"[""eocc_6da888c2f04e875b""]",eocc_6da888c2f04e875b
ent_0705ffb9ffcb507b,ent_0705ffb9ffcb507b,ent_0705ffb9ffcb507b,双电源切换功能,双电源切换功能,双电源切换功能,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[380],380,"[""eocc_f9c0d07c5753b953""]",eocc_f9c0d07c5753b953
ent_07459523baec85a6,ent_07459523baec85a6,ent_07459523baec85a6,接地不良,接地不良,接地不良,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[381],381,"[""eocc_f4233a109fdfe20a""]",eocc_f4233a109fdfe20a
ent_07c66d1656608e6b,ent_07c66d1656608e6b,ent_07c66d1656608e6b,EEDI Phase 3,eediphase3,EEDI Phase 3,规范程序,规范程序,"[""规范程序""]",规范程序,,{},[376],376,"[""eocc_acc54fdd5bff3258""]",eocc_acc54fdd5bff3258
ent_07cff2ae4da3f3ce,ent_07cff2ae4da3f3ce,ent_07cff2ae4da3f3ce,弱电电网,弱电电网,弱电电网,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[361],361,"[""eocc_3c3da4ab940e1c1b""]",eocc_3c3da4ab940e1c1b
ent_0874b0c182e6b791,ent_0874b0c182e6b791,ent_0874b0c182e6b791,应急发电机,应急发电机,应急发电机,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[361, 365, 369, 371, 374]",361|365|369|371|374,"[""eocc_02e5250c00192e09"", ""eocc_0f0ac13755782acd"", ""eocc_a586da5ca1fe08a9"", ""eocc_d0b2c2271727fb75"", ""eocc_d1cfa7d93deaa55a""]",eocc_02e5250c00192e09|eocc_0f0ac13755782acd|eocc_a586da5ca1fe08a9|eocc_d0b2c2271727fb75|eocc_d1cfa7d93deaa55a
ent_087922806c82792b,ent_087922806c82792b,ent_087922806c82792b,屏蔽接地不良,屏蔽接地不良,屏蔽接地不良,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[382],382,"[""eocc_bbc1505912796d19""]",eocc_bbc1505912796d19
ent_089e4ebe536ef9a9,ent_089e4ebe536ef9a9,ent_089e4ebe536ef9a9,盐雾侵蚀,盐雾侵蚀,盐雾侵蚀,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[381],381,"[""eocc_4f97bd33e72ba997""]",eocc_4f97bd33e72ba997
ent_09085a02f5a71bc7,ent_09085a02f5a71bc7,ent_09085a02f5a71bc7,冷却水,冷却水,冷却水,备件耗材,备件耗材,"[""备件耗材""]",备件耗材,,{},[365],365,"[""eocc_7f59b38ed8877eac""]",eocc_7f59b38ed8877eac
ent_092843f16075fad2,ent_092843f16075fad2,ent_092843f16075fad2,灯具,灯具,灯具,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[380],380,"[""eocc_32adcda0f334b2e0""]",eocc_32adcda0f334b2e0
ent_094725613e63fa4b,ent_094725613e63fa4b,ent_094725613e63fa4b,控制系统,控制系统,控制系统,电气系统,电气系统,"[""电气系统""]",电气系统,,{},[365],365,"[""eocc_4f7fa40dd72db41c""]",eocc_4f7fa40dd72db41c
ent_0a88f5b13d0b35c8,ent_0a88f5b13d0b35c8,ent_0a88f5b13d0b35c8,清洁处理,清洁处理,清洁处理,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[379],379,"[""eocc_0ac236754a1d74e0""]",eocc_0ac236754a1d74e0
ent_0aeabe75c5a172e1,ent_0aeabe75c5a172e1,ent_0aeabe75c5a172e1,照明电网,照明电网,照明电网,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[361],361,"[""eocc_283fe48f42c618e3""]",eocc_283fe48f42c618e3
ent_0b59043a94bc6ced,ent_0b59043a94bc6ced,ent_0b59043a94bc6ced,持续供电时间,持续供电时间,持续供电时间,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[380],380,"[""eocc_503a768122554dae""]",eocc_503a768122554dae
ent_0bcb66eaf3ac0570,ent_0bcb66eaf3ac0570,ent_0bcb66eaf3ac0570,记录程序,记录程序,记录程序,规范程序,规范程序,"[""规范程序""]",规范程序,,{},[382],382,"[""eocc_98d98638f774c8ef""]",eocc_98d98638f774c8ef
ent_0c1ddcb6bcf9ba94,ent_0c1ddcb6bcf9ba94,ent_0c1ddcb6bcf9ba94,保护装置,保护装置,保护装置,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[364],364,"[""eocc_181c6d54e61c550c""]",eocc_181c6d54e61c550c
ent_0c55bf55c80acb07,ent_0c55bf55c80acb07,ent_0c55bf55c80acb07,压载水处理系统,压载水处理系统,压载水处理系统,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[372],372,"[""eocc_ede114f094840922""]",eocc_ede114f094840922
ent_0d0e75e4d4bf1839,ent_0d0e75e4d4bf1839,ent_0d0e75e4d4bf1839,整组容量测试,整组容量测试,整组容量测试,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[379],379,"[""eocc_3ee42c86fab06230""]",eocc_3ee42c86fab06230
ent_0d8c6aa80d437c94,ent_0d8c6aa80d437c94,ent_0d8c6aa80d437c94,供电电压波动过大,供电电压波动过大,供电电压波动过大,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[380],380,"[""eocc_72003f9ae3508eda""]",eocc_72003f9ae3508eda
ent_0e35b0fd034c9469,ent_0e35b0fd034c9469,ent_0e35b0fd034c9469,松动,松动,松动,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[364],364,"[""eocc_d9844ec32e88b6b5""]",eocc_d9844ec32e88b6b5
ent_0e5d9f27fdc1dffa,ent_0e5d9f27fdc1dffa,ent_0e5d9f27fdc1dffa,机械损伤,机械损伤,机械损伤,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[363],363,"[""eocc_d4218021d3bf94aa""]",eocc_d4218021d3bf94aa
ent_0e6eb515aa87eaaf,ent_0e6eb515aa87eaaf,ent_0e6eb515aa87eaaf,巡检,巡检,巡检,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[360],360,"[""eocc_b6b30fe4303364f7""]",eocc_b6b30fe4303364f7
ent_0eb2fd5e52867fda,ent_0eb2fd5e52867fda,ent_0eb2fd5e52867fda,电源装置,电源装置,电源装置,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[361],361,"[""eocc_c7cf2f89795d2dca""]",eocc_c7cf2f89795d2dca
ent_0f5342c540032561,ent_0f5342c540032561,ent_0f5342c540032561,螺旋桨,螺旋桨,螺旋桨,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[361],361,"[""eocc_902a066d2528b4e3""]",eocc_902a066d2528b4e3
ent_102d217f03122dc3,ent_102d217f03122dc3,ent_102d217f03122dc3,参数测量,参数测量,参数测量,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[366],366,"[""eocc_e9ba945ba7f03173""]",eocc_e9ba945ba7f03173
ent_10991af01325c6f0,ent_10991af01325c6f0,ent_10991af01325c6f0,船舶电力系统,船舶电力系统,船舶电力系统,电气系统,电气系统,"[""电气系统""]",电气系统,,{},[371],371,"[""eocc_fe884b674f12af85""]",eocc_fe884b674f12af85
ent_109dda511086b21d,ent_109dda511086b21d,ent_109dda511086b21d,电传令钟,电传令钟,电传令钟,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[361],361,"[""eocc_cb80e2be38ea1a4c""]",eocc_cb80e2be38ea1a4c
ent_10be16dd4b74c7c5,ent_10be16dd4b74c7c5,ent_10be16dd4b74c7c5,主配电板维护,主配电板维护,主配电板维护,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[364],364,"[""eocc_d160142564afa362""]",eocc_d160142564afa362
ent_10cb19a568cba3bd,ent_10cb19a568cba3bd,ent_10cb19a568cba3bd,CO2,co2,CO2,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[372],372,"[""eocc_c7d446f23e4fe33c""]",eocc_c7d446f23e4fe33c
ent_118a48941074ca45,ent_118a48941074ca45,ent_118a48941074ca45,锚机,锚机,锚机,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[361, 372]",361|372,"[""eocc_4bdfabe3ce8737af"", ""eocc_cd2603163ab77e98""]",eocc_4bdfabe3ce8737af|eocc_cd2603163ab77e98
ent_11b2c2b840d45d27,ent_11b2c2b840d45d27,ent_11b2c2b840d45d27,振动分析,振动分析,振动分析,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[383],383,"[""eocc_c04db88786770a7d""]",eocc_c04db88786770a7d
ent_123b5e56e4444031,ent_123b5e56e4444031,ent_123b5e56e4444031,AVR(自动电压调节器),avr自动电压调节器,AVR(自动电压调节器),设备部件,设备部件,"[""设备部件""]",设备部件,,{},[377],377,"[""eocc_6f54f772f4033440""]",eocc_6f54f772f4033440
ent_129bcfe1eaeb94f3,ent_129bcfe1eaeb94f3,ent_129bcfe1eaeb94f3,电缆护套破损,电缆护套破损,电缆护套破损,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[381],381,"[""eocc_8fd177bd92344694""]",eocc_8fd177bd92344694
ent_12fca3f413e8fe28,ent_12fca3f413e8fe28,ent_12fca3f413e8fe28,充电装置输出电压,充电装置输出电压,充电装置输出电压,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[379],379,"[""eocc_725dcb9a8e890f76""]",eocc_725dcb9a8e890f76
ent_1352b2f6235f6933,ent_1352b2f6235f6933,ent_1352b2f6235f6933,维修报告,维修报告,维修报告,文档记录,文档记录,"[""文档记录""]",文档记录,,{},[383],383,"[""eocc_f2e1f31d25e1f2b8""]",eocc_f2e1f31d25e1f2b8
ent_13901d470d381f36,ent_13901d470d381f36,ent_13901d470d381f36,电子负载监控系统,电子负载监控系统,电子负载监控系统,电气系统,电气系统,"[""电气系统""]",电气系统,,{},[372],372,"[""eocc_ee01a433e7fb0645""]",eocc_ee01a433e7fb0645
ent_13e8a4c99968c149,ent_13e8a4c99968c149,ent_13e8a4c99968c149,启动失败,启动失败,启动失败,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[379],379,"[""eocc_8310f6c7f84db812""]",eocc_8310f6c7f84db812
ent_14310d15cd1ea7e2,ent_14310d15cd1ea7e2,ent_14310d15cd1ea7e2,LNG,lng,LNG,备件耗材,备件耗材,"[""备件耗材""]",备件耗材,,{},[373],373,"[""eocc_fc96ae16053926da""]",eocc_fc96ae16053926da
ent_14b89774c99e64e8,ent_14b89774c99e64e8,ent_14b89774c99e64e8,船舶电气管理人员,船舶电气管理人员,船舶电气管理人员,岗位,岗位,"[""岗位""]",岗位,,{},[385],385,"[""eocc_f72e49ab3f38bc6e""]",eocc_f72e49ab3f38bc6e
ent_14e145c35f70c28d,ent_14e145c35f70c28d,ent_14e145c35f70c28d,电缆桥架,电缆桥架,电缆桥架,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[381],381,"[""eocc_92a181f76ae86eaf""]",eocc_92a181f76ae86eaf
ent_14e2031ea079403e,ent_14e2031ea079403e,ent_14e2031ea079403e,2 号发电机,2号发电机,2 号发电机,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[368],368,"[""eocc_e64610d2a89a5489""]",eocc_e64610d2a89a5489
ent_154e8a52cf057488,ent_154e8a52cf057488,ent_154e8a52cf057488,高效节能电机,高效节能电机,高效节能电机,设备部件,设备部件,"[""设备部件""]",设备部件,,"{""标准"": ""IE3、IE4""}",[373],373,"[""eocc_ad43adb9be3ae981""]",eocc_ad43adb9be3ae981
ent_15aec317c35d114f,ent_15aec317c35d114f,ent_15aec317c35d114f,母线连接点,母线连接点,母线连接点,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[364],364,"[""eocc_2c5591060b9d684f""]",eocc_2c5591060b9d684f
ent_16375cc00d6c5a77,ent_16375cc00d6c5a77,ent_16375cc00d6c5a77,逆功率跳闸,逆功率跳闸,逆功率跳闸,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[375],375,"[""eocc_9fd2071435cd98f0""]",eocc_9fd2071435cd98f0
ent_1690d06ff4f8cec6,ent_1690d06ff4f8cec6,ent_1690d06ff4f8cec6,接地点锈蚀,接地点锈蚀,接地点锈蚀,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[381],381,"[""eocc_8e8ae2fc14d8bb4f""]",eocc_8e8ae2fc14d8bb4f
ent_16bfb4416b7ff844,ent_16bfb4416b7ff844,ent_16bfb4416b7ff844,管束抽芯,管束抽芯,管束抽芯,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[370],370,"[""eocc_e4d1912b94e1b207""]",eocc_e4d1912b94e1b207
ent_16e37ef03d6594d0,ent_16e37ef03d6594d0,ent_16e37ef03d6594d0,燃油滤器,燃油滤器,燃油滤器,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[368],368,"[""eocc_d3f729800b85d354""]",eocc_d3f729800b85d354
ent_16e911b95e024445,ent_16e911b95e024445,ent_16e911b95e024445,控制箱,控制箱,控制箱,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[380],380,"[""eocc_87e4cb31a9a63fbc""]",eocc_87e4cb31a9a63fbc
ent_174e4735e1991c21,ent_174e4735e1991c21,ent_174e4735e1991c21,自动断电保护装置,自动断电保护装置,自动断电保护装置,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[372],372,"[""eocc_6e16035265de040f""]",eocc_6e16035265de040f
ent_1764071b3776a773,ent_1764071b3776a773,ent_1764071b3776a773,月度、季度维护计划,月度季度维护计划,月度、季度维护计划,文档记录,文档记录,"[""文档记录""]",文档记录,,{},[362],362,"[""eocc_51d2c8f6b57094f8""]",eocc_51d2c8f6b57094f8
ent_17939395dc9f942a,ent_17939395dc9f942a,ent_17939395dc9f942a,防护等级,防护等级,防护等级,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[380],380,"[""eocc_eddface43c3a85a7""]",eocc_eddface43c3a85a7
ent_181e11a44769b28f,ent_181e11a44769b28f,ent_181e11a44769b28f,应急发电机启动,应急发电机启动,应急发电机启动,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[379],379,"[""eocc_61576030ae8b0524""]",eocc_61576030ae8b0524
ent_190383d86da4b08c,ent_190383d86da4b08c,ent_190383d86da4b08c,AR 远程协作,ar远程协作,AR 远程协作,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[378],378,"[""eocc_63035b70752fedec""]",eocc_63035b70752fedec
ent_1925e109e52bd186,ent_1925e109e52bd186,ent_1925e109e52bd186,工频旁路功能,工频旁路功能,工频旁路功能,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[376],376,"[""eocc_645c1ac6a13b9405""]",eocc_645c1ac6a13b9405
ent_19277186d4488cbd,ent_19277186d4488cbd,ent_19277186d4488cbd,清洁发电机,清洁发电机,清洁发电机,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[361],361,"[""eocc_458cc48a021d1060""]",eocc_458cc48a021d1060
ent_1933170577d7b082,ent_1933170577d7b082,ent_1933170577d7b082,变频器故障,变频器故障,变频器故障,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[376],376,"[""eocc_db86988603e64af0""]",eocc_db86988603e64af0
ent_19c87f566e7a1298,ent_19c87f566e7a1298,ent_19c87f566e7a1298,船长,船长,船长,岗位,岗位,"[""岗位""]",岗位,,{},"[360, 362]",360|362,"[""eocc_f70e7e49f694efbc"", ""eocc_fc0cb16d6159cd66""]",eocc_f70e7e49f694efbc|eocc_fc0cb16d6159cd66
ent_19e308121eb6baf9,ent_19e308121eb6baf9,ent_19e308121eb6baf9,电动机,电动机,电动机,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[361, 363, 366, 376]",361|363|366|376,"[""eocc_c08d12416addfebe"", ""eocc_dd3b2d2f7118dd1e"", ""eocc_e2e60cc4bab8151c"", ""eocc_ec93e43e882b070f""]",eocc_c08d12416addfebe|eocc_dd3b2d2f7118dd1e|eocc_e2e60cc4bab8151c|eocc_ec93e43e882b070f
ent_1a5c0a02dfb176f3,ent_1a5c0a02dfb176f3,ent_1a5c0a02dfb176f3,发电机维护,发电机维护,发电机维护,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[365],365,"[""eocc_6521370012ecb613""]",eocc_6521370012ecb613
ent_1b1f8b09acfcc70e,ent_1b1f8b09acfcc70e,ent_1b1f8b09acfcc70e,视觉观察,视觉观察,视觉观察,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[365],365,"[""eocc_df7aec7803889b68""]",eocc_df7aec7803889b68
ent_1b5b966849ee6e66,ent_1b5b966849ee6e66,ent_1b5b966849ee6e66,应急电源系统测试,应急电源系统测试,应急电源系统测试,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[365],365,"[""eocc_8191ac5f5274af67""]",eocc_8191ac5f5274af67
ent_1ba614a4ded894cc,ent_1ba614a4ded894cc,ent_1ba614a4ded894cc,设备运行与维修档案,设备运行与维修档案,设备运行与维修档案,文档记录,文档记录,"[""文档记录""]",文档记录,,{},[370],370,"[""eocc_c6cca3a6a76d34db""]",eocc_c6cca3a6a76d34db
ent_1bee6bca6539d859,ent_1bee6bca6539d859,ent_1bee6bca6539d859,探头老化,探头老化,探头老化,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[382],382,"[""eocc_77307c459ec74362""]",eocc_77307c459ec74362
ent_1c13d7caae982918,ent_1c13d7caae982918,ent_1c13d7caae982918,接触器频繁吸合释放,接触器频繁吸合释放,接触器频繁吸合释放,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[383],383,"[""eocc_b7161635b2428fba""]",eocc_b7161635b2428fba
ent_1c1e826eb0c7da55,ent_1c1e826eb0c7da55,ent_1c1e826eb0c7da55,导通性检查,导通性检查,导通性检查,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[381],381,"[""eocc_9ff1a63991012c29""]",eocc_9ff1a63991012c29
ent_1c63a205a0d70bb5,ent_1c63a205a0d70bb5,ent_1c63a205a0d70bb5,谐波含量 (THD),谐波含量thd,谐波含量 (THD),监测指标,监测指标,"[""监测指标""]",监测指标,,{},[376],376,"[""eocc_cca14de618c22897""]",eocc_cca14de618c22897
ent_1cc5a7485d5a92ec,ent_1cc5a7485d5a92ec,ent_1cc5a7485d5a92ec,配电板除尘,配电板除尘,配电板除尘,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[364],364,"[""eocc_e32b2d8ab5d2a3c9""]",eocc_e32b2d8ab5d2a3c9
ent_1db8ff5de48f5b09,ent_1db8ff5de48f5b09,ent_1db8ff5de48f5b09,应急启动功能验证,应急启动功能验证,应急启动功能验证,作业活动,作业活动,"[""作业活动""]",作业活动,,{},[379],379,"[""eocc_4abee0890cfbce8c""]",eocc_4abee0890cfbce8c
ent_1e2dfe85d5dd4b75,ent_1e2dfe85d5dd4b75,ent_1e2dfe85d5dd4b75,设备说明书,设备说明书,设备说明书,文档记录,文档记录,"[""文档记录""]",文档记录,,{},[383],383,"[""eocc_018002dfcadddf5b""]",eocc_018002dfcadddf5b
ent_1e6ab7a035b99c30,ent_1e6ab7a035b99c30,ent_1e6ab7a035b99c30,变送器,变送器,变送器,备件耗材,备件耗材,"[""备件耗材""]",备件耗材,,{},[383],383,"[""eocc_8453d928ffd9d192""]",eocc_8453d928ffd9d192
ent_1f364ab7737f11f1,ent_1f364ab7737f11f1,ent_1f364ab7737f11f1,绝缘层破损部位,绝缘层破损部位,绝缘层破损部位,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[381],381,"[""eocc_1c75731e35a81280""]",eocc_1c75731e35a81280
ent_1f958191941e8a9c,ent_1f958191941e8a9c,ent_1f958191941e8a9c,线路断开,线路断开,线路断开,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[367],367,"[""eocc_4f080fb7996347b7""]",eocc_4f080fb7996347b7
ent_1fc8644b62ebedb0,ent_1fc8644b62ebedb0,ent_1fc8644b62ebedb0,触点接触不良,触点接触不良,触点接触不良,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[383],383,"[""eocc_ed06b1045e40cb9c""]",eocc_ed06b1045e40cb9c
ent_1feffa7c93f6eedd,ent_1feffa7c93f6eedd,ent_1feffa7c93f6eedd,报警回路,报警回路,报警回路,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[380],380,"[""eocc_b13af21bfcdb30d4""]",eocc_b13af21bfcdb30d4
ent_1ff849397e0b1aec,ent_1ff849397e0b1aec,ent_1ff849397e0b1aec,轮机长,轮机长,轮机长,岗位,岗位,"[""岗位""]",岗位,,{},"[360, 362]",360|362,"[""eocc_2355cd9c3a3ec7de"", ""eocc_6cea25727de64802""]",eocc_2355cd9c3a3ec7de|eocc_6cea25727de64802
ent_2020c85fcd6421cf,ent_2020c85fcd6421cf,ent_2020c85fcd6421cf,输入信号异常,输入信号异常,输入信号异常,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[382],382,"[""eocc_f78221293f3f6fbf""]",eocc_f78221293f3f6fbf
ent_20329c4caeeaf329,ent_20329c4caeeaf329,ent_20329c4caeeaf329,机械损伤,机械损伤,机械损伤,故障异常,故障异常,"[""故障异常""]",故障异常,,{},[380],380,"[""eocc_4276e154cee9bf9e""]",eocc_4276e154cee9bf9e
ent_2072fbe59638f132,ent_2072fbe59638f132,ent_2072fbe59638f132,独立供电能力,独立供电能力,独立供电能力,监测指标,监测指标,"[""监测指标""]",监测指标,,{},[379],379,"[""eocc_2f58e75b306e53b9""]",eocc_2f58e75b306e53b9
